step, loss
0, 8.329168319702148
1, 8.107707023620605
2, 7.764923572540283
3, 7.468668460845947
4, 7.199251174926758
5, 7.275200843811035
6, 6.998504161834717
7, 6.739895343780518
8, 6.204092979431152
9, 6.169579982757568
10, 5.807826519012451
11, 5.49771785736084
12, 5.185757637023926
13, 4.933977127075195
14, 4.82936429977417
15, 4.447304725646973
16, 4.211057662963867
17, 4.126373291015625
18, 3.8631391525268555
19, 3.897692918777466
20, 3.56781268119812
21, 3.3855199813842773
22, 3.3818094730377197
23, 3.192680597305298
24, 3.040173292160034
25, 2.9079082012176514
26, 2.8278918266296387
27, 2.817423105239868
28, 2.635197162628174
29, 2.5374796390533447
30, 2.6919732093811035
31, 2.4844908714294434
32, 2.4163174629211426
33, 2.369035243988037
34, 2.368281126022339
35, 2.2428624629974365
36, 2.364790201187134
37, 2.3217506408691406
38, 2.337911367416382
39, 2.2207932472229004
40, 2.1435725688934326
41, 2.1336519718170166
42, 2.0736727714538574
43, 1.9960108995437622
44, 2.053342342376709
45, 2.019359588623047
46, 1.9245340824127197
47, 2.0613741874694824
48, 1.9951307773590088
49, 1.8907595872879028
50, 1.9201151132583618
51, 1.8885549306869507
52, 1.876443862915039
53, 1.8889766931533813
54, 1.8589894771575928
55, 1.7459310293197632
56, 1.8484688997268677
57, 1.8436113595962524
58, 1.8090885877609253
59, 1.7540013790130615
60, 1.8223772048950195
61, 1.8057037591934204
62, 1.6874611377716064
63, 1.743875503540039
64, 1.7238138914108276
65, 1.7572952508926392
66, 1.7013224363327026
67, 1.717708706855774
68, 1.7912224531173706
69, 1.629443645477295
70, 1.6510133743286133
71, 1.69696843624115
72, 1.5887271165847778
73, 1.5692949295043945
74, 1.6418297290802002
75, 1.5713545083999634
76, 1.5562437772750854
77, 1.5575495958328247
78, 1.5801081657409668
79, 1.4832828044891357
80, 1.6259297132492065
81, 1.4849690198898315
82, 1.565034031867981
83, 1.5036540031433105
84, 1.5292556285858154
85, 1.530513882637024
86, 1.4630029201507568
87, 1.4752248525619507
88, 1.4804354906082153
89, 1.4796351194381714
90, 1.3978049755096436
91, 1.4267520904541016
92, 1.4364572763442993
93, 1.421931266784668
94, 1.367658019065857
95, 1.371269941329956
96, 1.3242096900939941
97, 1.41507089138031
98, 1.3574483394622803
99, 1.4160603284835815
100, 1.391187071800232
101, 1.360693335533142
102, 1.3619353771209717
103, 1.3914333581924438
104, 1.3174833059310913
105, 1.3138619661331177
106, 1.4203218221664429
107, 1.3087643384933472
108, 1.2695661783218384
109, 1.3346545696258545
110, 1.2967694997787476
111, 1.303396224975586
112, 1.2791002988815308
113, 1.216111421585083
114, 1.3198082447052002
115, 1.275403618812561
116, 1.2539935111999512
117, 1.3005837202072144
118, 1.2397459745407104
119, 1.2254669666290283
120, 1.2493864297866821
121, 1.1833738088607788
122, 1.2251310348510742
123, 1.2151471376419067
124, 1.153016209602356
125, 1.1827490329742432
126, 1.0641717910766602
127, 1.0891512632369995
128, 1.126793622970581
129, 1.1468883752822876
130, 1.1411036252975464
131, 1.1236391067504883
132, 1.1387814283370972
133, 1.094805121421814
134, 1.087889313697815
135, 1.0152968168258667
136, 1.1523960828781128
137, 1.097330093383789
138, 1.1341465711593628
139, 1.076760172843933
140, 1.0230334997177124
141, 1.0486451387405396
142, 1.1312668323516846
143, 1.050321102142334
144, 1.010770559310913
145, 1.015121579170227
146, 1.098184585571289
147, 1.0629417896270752
148, 1.0724844932556152
149, 1.0333501100540161
150, 0.9908204674720764
151, 1.0172265768051147
152, 1.000441074371338
153, 0.9556738138198853
154, 1.0043933391571045
155, 0.9905044436454773
156, 0.9193131923675537
157, 0.9568937420845032
158, 0.9218704104423523
159, 0.9598179459571838
160, 0.9547659158706665
161, 0.8698565363883972
162, 0.9430636167526245
163, 0.9221885800361633
164, 0.9384720921516418
165, 0.9760527610778809
166, 0.8687613010406494
167, 0.9139245748519897
168, 0.7975574731826782
169, 0.9193835854530334
170, 0.8441748023033142
171, 0.8673465251922607
172, 0.9348934888839722
173, 0.8786144852638245
174, 0.8949958086013794
175, 0.8413769006729126
176, 0.9298561811447144
177, 0.9232178330421448
178, 0.8473014235496521
179, 0.9350991249084473
180, 0.9052019119262695
181, 0.8630781173706055
182, 0.8771616816520691
183, 0.8464633226394653
184, 0.8261318802833557
185, 0.802791178226471
186, 0.8091902732849121
187, 0.8180270791053772
188, 0.6917262673377991
189, 0.7963925004005432
190, 0.7754735350608826
191, 0.8418627977371216
192, 0.7950748205184937
193, 0.8017603754997253
194, 0.7390801310539246
195, 0.6973671317100525
196, 0.7801780104637146
197, 0.817791223526001
198, 0.7748952507972717
199, 0.7940447330474854
200, 0.744024932384491
201, 0.7476222515106201
202, 0.7261096239089966
203, 0.6874345541000366
204, 0.7598004937171936
205, 0.6273751258850098
206, 0.6875436305999756
207, 0.6895536184310913
208, 0.7139513492584229
209, 0.7084140181541443
210, 0.6854875087738037
211, 0.761283814907074
212, 0.7156863808631897
213, 0.6997260451316833
214, 0.6918863654136658
215, 0.7207675576210022
216, 0.6564372777938843
217, 0.7069979310035706
218, 0.7168700098991394
219, 0.6948670148849487
220, 0.6866961717605591
221, 0.6651805639266968
222, 0.644325315952301
223, 0.603415310382843
224, 0.6731336712837219
225, 0.6127164959907532
226, 0.6493501663208008
227, 0.6502389907836914
228, 0.6377807259559631
229, 0.6705930233001709
230, 0.6405140161514282
231, 0.6323362588882446
232, 0.6234241724014282
233, 0.5988059043884277
234, 0.5778642296791077
235, 0.6287821531295776
236, 0.6267018914222717
237, 0.6354143619537354
238, 0.6677712202072144
239, 0.6258225440979004
240, 0.6231667995452881
241, 0.5847388505935669
242, 0.5719946026802063
243, 0.5959763526916504
244, 0.5333779454231262
245, 0.5936834812164307
246, 0.5780181288719177
247, 0.5362905859947205
248, 0.5596216320991516
249, 0.5439994931221008
250, 0.5321485996246338
251, 0.5750481486320496
252, 0.5674691200256348
253, 0.5711988806724548
254, 0.5500731468200684
255, 0.5061094164848328
256, 0.5672685503959656
257, 0.5713940262794495
258, 0.5475612282752991
259, 0.561549961566925
260, 0.6163356304168701
261, 0.5717250108718872
262, 0.532130241394043
263, 0.5366829633712769
264, 0.5362021923065186
265, 0.577357292175293
266, 0.5101308822631836
267, 0.522160530090332
268, 0.5660607218742371
269, 0.5515664219856262
270, 0.5351990461349487
271, 0.485686331987381
272, 0.4978937804698944
273, 0.48000165820121765
274, 0.5381753444671631
275, 0.450666606426239
276, 0.5351148247718811
277, 0.5045931339263916
278, 0.5094023942947388
279, 0.5075892210006714
280, 0.5133576989173889
281, 0.5274258255958557
282, 0.5147383213043213
283, 0.49333590269088745
284, 0.4590546786785126
285, 0.4705420732498169
286, 0.5367472171783447
287, 0.46808141469955444
288, 0.4978998005390167
289, 0.44189053773880005
290, 0.5055978298187256
291, 0.5303959250450134
292, 0.43110257387161255
293, 0.4125479459762573
294, 0.43785861134529114
295, 0.4451110064983368
296, 0.420319139957428
297, 0.43529507517814636
298, 0.4545241892337799
299, 0.40682488679885864
300, 0.4377288818359375
301, 0.42770007252693176
302, 0.43721070885658264
303, 0.4246365427970886
304, 0.4403848350048065
305, 0.419952392578125
306, 0.4803827106952667
307, 0.4345991909503937
308, 0.4410218894481659
309, 0.42264971137046814
310, 0.405804306268692
311, 0.4182756245136261
312, 0.4027163088321686
313, 0.41368672251701355
314, 0.3980419635772705
315, 0.44989830255508423
316, 0.41035139560699463
317, 0.4392651915550232
318, 0.36887648701667786
319, 0.41131681203842163
320, 0.42128872871398926
321, 0.38890424370765686
322, 0.38305094838142395
323, 0.3356776237487793
324, 0.39433035254478455
325, 0.3724658489227295
326, 0.38897186517715454
327, 0.4077487587928772
328, 0.3554267883300781
329, 0.3576156497001648
330, 0.3548021912574768
331, 0.38163071870803833
332, 0.39318975806236267
333, 0.3716653287410736
334, 0.3803647458553314
335, 0.34862852096557617
336, 0.35159334540367126
337, 0.3970116376876831
338, 0.3463269770145416
339, 0.3514598309993744
340, 0.3494580090045929
341, 0.35969844460487366
342, 0.33526790142059326
343, 0.3511696457862854
344, 0.342271625995636
345, 0.35895535349845886
346, 0.3680294454097748
347, 0.33658790588378906
348, 0.3435501456260681
349, 0.3375348448753357
350, 0.35801759362220764
351, 0.41368064284324646
352, 0.34445127844810486
353, 0.3919011354446411
354, 0.3484455645084381
355, 0.3253142833709717
356, 0.3820619285106659
357, 0.31541696190834045
358, 0.32873839139938354
359, 0.29915425181388855
360, 0.33363962173461914
361, 0.32070568203926086
362, 0.2875303626060486
363, 0.3187862038612366
364, 0.3287322223186493
365, 0.28053903579711914
366, 0.3139195740222931
367, 0.31233373284339905
368, 0.2893047332763672
369, 0.3241596817970276
370, 0.30217793583869934
371, 0.2946370542049408
372, 0.3043360412120819
373, 0.29525861144065857
374, 0.3132425844669342
375, 0.3246389925479889
376, 0.2858284115791321
377, 0.3606445789337158
378, 0.32009127736091614
379, 0.3393784165382385
380, 0.3081803321838379
381, 0.2882949113845825
382, 0.2906429171562195
383, 0.29965096712112427
384, 0.29584911465644836
385, 0.2834289073944092
386, 0.2891666293144226
387, 0.3294989764690399
388, 0.28066286444664
389, 0.29470622539520264
390, 0.2800227999687195
391, 0.2808248698711395
392, 0.30667373538017273
393, 0.3344564735889435
394, 0.2887101471424103
395, 0.31666454672813416
396, 0.3446720838546753
397, 0.24902833998203278
398, 0.2856895327568054
399, 0.29417499899864197
400, 0.29145142436027527
401, 0.3095991909503937
402, 0.2743165194988251
403, 0.30761346220970154
404, 0.2621905505657196
405, 0.28054386377334595
406, 0.25923430919647217
407, 0.2872900664806366
408, 0.2822493016719818
409, 0.25762492418289185
410, 0.28090524673461914
411, 0.25136005878448486
412, 0.2804356515407562
413, 0.24285392463207245
414, 0.25246700644493103
415, 0.24740250408649445
416, 0.2518872022628784
417, 0.2825046181678772
418, 0.2427278310060501
419, 0.2362479716539383
420, 0.287523090839386
421, 0.2583804130554199
422, 0.3118264973163605
423, 0.25660666823387146
424, 0.2681983411312103
425, 0.25602659583091736
426, 0.2920433580875397
427, 0.26957207918167114
428, 0.27215173840522766
429, 0.2471262663602829
430, 0.21526096761226654
431, 0.2469678521156311
432, 0.2445417046546936
433, 0.2513534128665924
434, 0.25562596321105957
435, 0.24252353608608246
436, 0.25034299492836
437, 0.25810515880584717
438, 0.2694301903247833
439, 0.2474323958158493
440, 0.2315337359905243
441, 0.21637946367263794
442, 0.254289835691452
443, 0.2593538165092468
444, 0.26332324743270874
445, 0.2637210488319397
446, 0.22350728511810303
447, 0.25268828868865967
448, 0.25395235419273376
449, 0.24600064754486084
450, 0.25359228253364563
451, 0.22867105901241302
452, 0.24628090858459473
453, 0.2167128175497055
454, 0.256011426448822
455, 0.28734198212623596
456, 0.23183055222034454
457, 0.2527700960636139
458, 0.23243717849254608
459, 0.22079940140247345
460, 0.2331114262342453
461, 0.23086997866630554
462, 0.2267346978187561
463, 0.23068919777870178
464, 0.22429746389389038
465, 0.2594130337238312
466, 0.2262595295906067
467, 0.29056891798973083
468, 0.2423020303249359
469, 0.23173336684703827
470, 0.23773407936096191
471, 0.24236446619033813
472, 0.2337457835674286
473, 0.22279943525791168
474, 0.22097977995872498
475, 0.20016831159591675
476, 0.24779637157917023
477, 0.21648934483528137
478, 0.23558320105075836
479, 0.21680346131324768
480, 0.21255172789096832
481, 0.23323361575603485
482, 0.24172990024089813
483, 0.20254993438720703
484, 0.2326774001121521
485, 0.21149978041648865
486, 0.2129926085472107
487, 0.23775261640548706
488, 0.26437726616859436
489, 0.2231968194246292
490, 0.2191261351108551
491, 0.23952262103557587
492, 0.21415641903877258
493, 0.22143317759037018
494, 0.2520256042480469
495, 0.2260119915008545
496, 0.21369686722755432
497, 0.19255612790584564
498, 0.20616969466209412
499, 0.2241474986076355
500, 0.2084772288799286
501, 0.20051147043704987
502, 0.1995503157377243
503, 0.20900721848011017
504, 0.21606531739234924
505, 0.22742076218128204
506, 0.22516678273677826
507, 0.2188216894865036
508, 0.2461528331041336
509, 0.198324516415596
510, 0.1940074861049652
511, 0.21821218729019165
512, 0.199989914894104
513, 0.22335785627365112
514, 0.21180763840675354
515, 0.22474344074726105
516, 0.20113873481750488
517, 0.18501785397529602
518, 0.22525304555892944
519, 0.1920773983001709
520, 0.1953439861536026
521, 0.22481849789619446
522, 0.21154984831809998
523, 0.19862176477909088
524, 0.2031552791595459
525, 0.1897049844264984
526, 0.21052296459674835
527, 0.2009686827659607
528, 0.2166779786348343
529, 0.2031249850988388
530, 0.2053685039281845
531, 0.19315317273139954
532, 0.2007828652858734
533, 0.1847379058599472
534, 0.20544292032718658
535, 0.23881231248378754
536, 0.19969138503074646
537, 0.20459730923175812
538, 0.18190036714076996
539, 0.18148654699325562
540, 0.19974347949028015
541, 0.20651452243328094
542, 0.18993015587329865
543, 0.1977592259645462
544, 0.2026432901620865
545, 0.1959388554096222
546, 0.19321347773075104
547, 0.19953612983226776
548, 0.20564872026443481
549, 0.1925199329853058
550, 0.17908458411693573
551, 0.20286674797534943
552, 0.178971529006958
553, 0.19438345730304718
554, 0.18366990983486176
555, 0.18802405893802643
556, 0.1899297684431076
557, 0.20413021743297577
558, 0.20982344448566437
559, 0.18527303636074066
560, 0.21047401428222656
561, 0.19543106853961945
562, 0.19563187658786774
563, 0.19110073149204254
564, 0.18986481428146362
565, 0.16975030303001404
566, 0.19007804989814758
567, 0.20110447704792023
568, 0.19199618697166443
569, 0.21666759252548218
570, 0.19405511021614075
571, 0.24165374040603638
572, 0.19235946238040924
573, 0.18520349264144897
574, 0.1924559324979782
575, 0.1974031627178192
576, 0.2038755565881729
577, 0.19840647280216217
578, 0.18802952766418457
579, 0.1926133930683136
580, 0.1720786988735199
581, 0.1876932978630066
582, 0.1831725686788559
583, 0.1717151403427124
584, 0.17942216992378235
585, 0.20550507307052612
586, 0.23134541511535645
587, 0.18436869978904724
588, 0.23130854964256287
589, 0.20963791012763977
590, 0.1896011382341385
591, 0.21317371726036072
592, 0.1898638904094696
593, 0.18349169194698334
594, 0.19821994006633759
595, 0.19108149409294128
596, 0.188990980386734
597, 0.1702422946691513
598, 0.18233752250671387
599, 0.1749742031097412
600, 0.21994031965732574
601, 0.18581271171569824
602, 0.19471460580825806
603, 0.18107368052005768
604, 0.18401764333248138
605, 0.20369479060173035
606, 0.18140767514705658
607, 0.17327582836151123
608, 0.22603683173656464
609, 0.2066335827112198
610, 0.23923912644386292
611, 0.1809283196926117
612, 0.17089706659317017
613, 0.17807239294052124
614, 0.18211597204208374
615, 0.17231608927249908
616, 0.19355472922325134
617, 0.16962282359600067
618, 0.17392104864120483
619, 0.18223020434379578
620, 0.18179430067539215
621, 0.17858752608299255
622, 0.20436632633209229
623, 0.18024961650371552
624, 0.18884913623332977
625, 0.20976567268371582
626, 0.17398755252361298
627, 0.1996859461069107
628, 0.17833374440670013
629, 0.16897018253803253
630, 0.21977178752422333
631, 0.1759786456823349
632, 0.17780373990535736
633, 0.175409197807312
634, 0.1704597920179367
635, 0.18349742889404297
636, 0.19752100110054016
637, 0.1649024933576584
638, 0.2297644019126892
639, 0.18144947290420532
640, 0.17886509001255035
641, 0.21870413422584534
642, 0.17425549030303955
643, 0.18187472224235535
644, 0.18663851916790009
645, 0.1818174123764038
646, 0.20484697818756104
647, 0.17661181092262268
648, 0.18424732983112335
649, 0.19773878157138824
650, 0.1716252565383911
651, 0.19899368286132812
652, 0.226633682847023
653, 0.17553932964801788
654, 0.19000312685966492
655, 0.18132087588310242
656, 0.1999492645263672
657, 0.1639428436756134
658, 0.17047816514968872
659, 0.1870829313993454
660, 0.2077857106924057
661, 0.2050897628068924
662, 0.170037180185318
663, 0.1736113280057907
664, 0.185159832239151
665, 0.17175228893756866
666, 0.17039348185062408
667, 0.19997838139533997
668, 0.17707239091396332
669, 0.2001323103904724
670, 0.16855308413505554
671, 0.1739407628774643
672, 0.17912262678146362
673, 0.1676832139492035
674, 0.20883017778396606
675, 0.1884322315454483
676, 0.17377117276191711
677, 0.19396133720874786
678, 0.1788538247346878
679, 0.19093057513237
680, 0.21478140354156494
681, 0.16679005324840546
682, 0.17355382442474365
683, 0.16046951711177826
684, 0.17990489304065704
685, 0.1859218180179596
686, 0.18702322244644165
687, 0.17119838297367096
688, 0.21357254683971405
689, 0.16460688412189484
690, 0.1783217042684555
691, 0.18903517723083496
692, 0.1797340363264084
693, 0.16900089383125305
694, 0.17669746279716492
695, 0.172039195895195
696, 0.2419518381357193
697, 0.21161054074764252
698, 0.1799451857805252
699, 0.1734590381383896
700, 0.17195504903793335
701, 0.16978611052036285
702, 0.1878182739019394
703, 0.16669420897960663
704, 0.17818516492843628
705, 0.17554984986782074
706, 0.18666331470012665
707, 0.21184764802455902
708, 0.1692528873682022
709, 0.17195560038089752
710, 0.1747405230998993
711, 0.19176271557807922
712, 0.17409493029117584
713, 0.16651354730129242
714, 0.19993174076080322
715, 0.18731941282749176
716, 0.19033728539943695
717, 0.17758740484714508
718, 0.16838596761226654
719, 0.17739465832710266
720, 0.17661592364311218
721, 0.17348694801330566
722, 0.17853491008281708
723, 0.16505223512649536
724, 0.19394128024578094
725, 0.17104056477546692
726, 0.17664602398872375
727, 0.17223121225833893
728, 0.17381452023983002
729, 0.16544587910175323
730, 0.2022683024406433
731, 0.17600798606872559
732, 0.17756867408752441
733, 0.17079861462116241
734, 0.20818032324314117
735, 0.1689225286245346
736, 0.1891120970249176
737, 0.16007116436958313
738, 0.18076235055923462
739, 0.18325714766979218
740, 0.1629420667886734
741, 0.16848371922969818
742, 0.17593620717525482
743, 0.199634850025177
744, 0.17093117535114288
745, 0.18435828387737274
746, 0.18998786807060242
747, 0.17549487948417664
748, 0.1684715747833252
749, 0.1644846796989441
750, 0.16622835397720337
751, 0.17604854702949524
752, 0.1675330549478531
753, 0.16369746625423431
754, 0.1690959334373474
755, 0.15849682688713074
756, 0.17859962582588196
757, 0.18162108957767487
758, 0.16729415953159332
759, 0.18046967685222626
760, 0.17301730811595917
761, 0.17176732420921326
762, 0.16666609048843384
763, 0.17437413334846497
764, 0.17168736457824707
765, 0.1718486100435257
766, 0.18191705644130707
767, 0.17911648750305176
768, 0.17438137531280518
769, 0.16603930294513702
770, 0.1959412842988968
771, 0.185689315199852
772, 0.18902167677879333
773, 0.17794042825698853
774, 0.18584632873535156
775, 0.19600220024585724
776, 0.17867876589298248
777, 0.17182864248752594
778, 0.16948050260543823
779, 0.16357071697711945
780, 0.18760547041893005
781, 0.20646722614765167
782, 0.18017001450061798
783, 0.18543484807014465
784, 0.17681196331977844
785, 0.16926535964012146
786, 0.17128658294677734
787, 0.1730932891368866
788, 0.20453689992427826
789, 0.17157608270645142
790, 0.16033196449279785
791, 0.17841178178787231
792, 0.16694007813930511
793, 0.20999832451343536
794, 0.1631481647491455
795, 0.18383097648620605
796, 0.16788741946220398
797, 0.1838407665491104
798, 0.16293539106845856
799, 0.1648693084716797
800, 0.16750167310237885
801, 0.1589384227991104
802, 0.16026096045970917
803, 0.16942624747753143
804, 0.16218937933444977
805, 0.1861715167760849
806, 0.17132896184921265
807, 0.1841316819190979
808, 0.16872279345989227
809, 0.17174077033996582
810, 0.17166343331336975
811, 0.16803765296936035
812, 0.17150451242923737
813, 0.17529812455177307
814, 0.1723998785018921
815, 0.1711105853319168
816, 0.17458084225654602
817, 0.1603943109512329
818, 0.16535507142543793
819, 0.16127878427505493
820, 0.15865591168403625
821, 0.16846561431884766
822, 0.17215652763843536
823, 0.16251353919506073
824, 0.23123900592327118
825, 0.1765085607767105
826, 0.16886191070079803
827, 0.16989977657794952
828, 0.16716060042381287
829, 0.1728375107049942
830, 0.19356116652488708
831, 0.16787056624889374
832, 0.19586171209812164
833, 0.17220492660999298
834, 0.17353612184524536
835, 0.16147403419017792
836, 0.20539072155952454
837, 0.17748016119003296
838, 0.19338282942771912
839, 0.17009487748146057
840, 0.16140609979629517
841, 0.1592705249786377
842, 0.16726627945899963
843, 0.1679944097995758
844, 0.17483368515968323
845, 0.18358848989009857
