step, error
298, 0.697601
299, 0.626326
300, 0.658872
301, 0.677771
302, 0.649447
303, 0.592982
304, 0.662243
305, 0.665745
306, 0.647487
307, 0.621331
308, 0.611895
309, 0.646
310, 0.584348
311, 0.676256
312, 0.64058
313, 0.650917
314, 0.672344
315, 0.624558
316, 0.636171
317, 0.703203
318, 0.606393
319, 0.623797
320, 0.642391
321, 0.612502
322, 0.63909
323, 0.606291
324, 0.65357
325, 0.65409
326, 0.604273
327, 0.60431
328, 0.603296
329, 0.59048
330, 0.621473
331, 0.647548
332, 0.587752
333, 0.61121
334, 0.564163
335, 0.600215
336, 0.582254
337, 0.612577
338, 0.522141
339, 0.566861
340, 0.666164
341, 0.613013
342, 0.584284
343, 0.621085
344, 0.601392
345, 0.532246
346, 0.614634
347, 0.617059
348, 0.569235
349, 0.619096
350, 0.622206
351, 0.561299
352, 0.64962
353, 0.596905
354, 0.568976
355, 0.620065
356, 0.536778
357, 0.569673
358, 0.54278
359, 0.598519
360, 0.59552
361, 0.626304
362, 0.585424
363, 0.566321
364, 0.559956
365, 0.584115
366, 0.558998
367, 0.573112
368, 0.583611
369, 0.604118
370, 0.564577
371, 0.603821
372, 0.625447
373, 0.600798
374, 0.543716
375, 0.552673
376, 0.592872
377, 0.586965
378, 0.521477
379, 0.56944
380, 0.57055
381, 0.511579
382, 0.565204
383, 0.548626
384, 0.512674
385, 0.533776
386, 0.531121
387, 0.567605
388, 0.522981
389, 0.555898
390, 0.501076
391, 0.493424
392, 0.516491
393, 0.596276
394, 0.539568
395, 0.581354
396, 0.542559
397, 0.513138
398, 0.522202
399, 0.547177
400, 0.535582
401, 0.546407
402, 0.492071
403, 0.593125
404, 0.533206
405, 0.558395
406, 0.537903
407, 0.479517
408, 0.538304
409, 0.566708
410, 0.540687
411, 0.537165
412, 0.508624
413, 0.519537
414, 0.516049
415, 0.586267
416, 0.569564
417, 0.513125
418, 0.521182
419, 0.565206
420, 0.464118
421, 0.50939
422, 0.504044
423, 0.489168
424, 0.539028
425, 0.575284
426, 0.543512
427, 0.486047
428, 0.515106
429, 0.554966
430, 0.532292
431, 0.518259
432, 0.461195
433, 0.475669
434, 0.519542
435, 0.509281
436, 0.500871
437, 0.537184
438, 0.501291
439, 0.494253
440, 0.487671
441, 0.507319
442, 0.4963
443, 0.446834
444, 0.498546
445, 0.450308
446, 0.503891
447, 0.502789
448, 0.51693
449, 0.512665
450, 0.515131
451, 0.416817
452, 0.523263
453, 0.484303
454, 0.526996
455, 0.434416
456, 0.490221
457, 0.510871
458, 0.507394
459, 0.487924
460, 0.48285
461, 0.454762
462, 0.491652
463, 0.477204
464, 0.446619
465, 0.469219
466, 0.505428
467, 0.466695
468, 0.454847
469, 0.465739
470, 0.477215
471, 0.497285
472, 0.459285
473, 0.453068
474, 0.501482
475, 0.427053
476, 0.496946
477, 0.487022
478, 0.4545
479, 0.492563
480, 0.498145
481, 0.45915
482, 0.470185
483, 0.508631
484, 0.45889
485, 0.475598
486, 0.445976
487, 0.477011
488, 0.463688
489, 0.45966
490, 0.460259
491, 0.441664
492, 0.43867
493, 0.468014
494, 0.48526
495, 0.463256
496, 0.458419
497, 0.46037
498, 0.512199
499, 0.451698
500, 0.469399
501, 0.463648
502, 0.475138
503, 0.459901
504, 0.463605
505, 0.506764
506, 0.470462
507, 0.446954
508, 0.45814
509, 0.473368
510, 0.438583
511, 0.410933
512, 0.440573
513, 0.425497
514, 0.452482
515, 0.434658
516, 0.474248
517, 0.423189
518, 0.478114
519, 0.450883
520, 0.451979
521, 0.451349
522, 0.405053
523, 0.47056
524, 0.434486
525, 0.47246
526, 0.43593
527, 0.4317
528, 0.433463
529, 0.426628
530, 0.434528
531, 0.434856
532, 0.46421
533, 0.426241
534, 0.406602
535, 0.404416
536, 0.402834
537, 0.420214
538, 0.423219
539, 0.441601
540, 0.413984
541, 0.431666
542, 0.452813
543, 0.446645
544, 0.406831
545, 0.451466
546, 0.455522
547, 0.425985
548, 0.41635
549, 0.399323
550, 0.446324
551, 0.452314
552, 0.451754
553, 0.397422
554, 0.417429
555, 0.420489
556, 0.429658
557, 0.432477
558, 0.422693
559, 0.417877
560, 0.440721
561, 0.420382
562, 0.365252
563, 0.425635
564, 0.414573
565, 0.421214
566, 0.394334
567, 0.37597
568, 0.412199
569, 0.434202
570, 0.418883
571, 0.431811
572, 0.451342
573, 0.435802
574, 0.391948
575, 0.390667
576, 0.462041
577, 0.396768
578, 0.396753
579, 0.447325
580, 0.422793
581, 0.367137
582, 0.413021
583, 0.393897
584, 0.399702
585, 0.428478
586, 0.394613
587, 0.399359
588, 0.363293
589, 0.370933
590, 0.381651
591, 0.381924
592, 0.394351
593, 0.416342
594, 0.39722
595, 0.405867
596, 0.412517
597, 0.394179
598, 0.379224
599, 0.423597
600, 0.380071
601, 0.40155
602, 0.377318
603, 0.383758
604, 0.377785
605, 0.394219
606, 0.422999
607, 0.432364
608, 0.351138
609, 0.364942
610, 0.365494
611, 0.352364
612, 0.380769
613, 0.336992
614, 0.403853
615, 0.403739
616, 0.369739
617, 0.41026
618, 0.4211
619, 0.424923
620, 0.41588
621, 0.421553
622, 0.419988
623, 0.380116
624, 0.376304
625, 0.373384
626, 0.354394
627, 0.362982
628, 0.349044
629, 0.347951
630, 0.400389
631, 0.430084
632, 0.343869
633, 0.367234
634, 0.358551
635, 0.40605
636, 0.41737
637, 0.407785
638, 0.372893
639, 0.357236
640, 0.389275
641, 0.378941
642, 0.36449
643, 0.3861
644, 0.352354
645, 0.381488
646, 0.364471
647, 0.378308
648, 0.377693
649, 0.418838
650, 0.372408
651, 0.371356
652, 0.326022
653, 0.349872
654, 0.364436
655, 0.326049
656, 0.32863
657, 0.362205
658, 0.369811
659, 0.371792
660, 0.406476
661, 0.34337
662, 0.357959
663, 0.41295
664, 0.399643
665, 0.353719
666, 0.382068
667, 0.36242
668, 0.372985
669, 0.343502
670, 0.375423
671, 0.331936
672, 0.346615
673, 0.372964
674, 0.378808
675, 0.360598
676, 0.353881
677, 0.364754
678, 0.368359
679, 0.329984
680, 0.320356
681, 0.356247
682, 0.372712
683, 0.354687
684, 0.342392
685, 0.371146
686, 0.373296
687, 0.346963
688, 0.338875
689, 0.334765
690, 0.37617
691, 0.329165
692, 0.344319
693, 0.353088
694, 0.354002
695, 0.358813
696, 0.323686
697, 0.375253
698, 0.326471
699, 0.335523
700, 0.337618
701, 0.380427
702, 0.31945
703, 0.351137
704, 0.337851
705, 0.323461
706, 0.343392
707, 0.32945
708, 0.342494
709, 0.378489
710, 0.370645
711, 0.312163
712, 0.324448
713, 0.323121
714, 0.329346
715, 0.364939
716, 0.327963
717, 0.308403
718, 0.318929
719, 0.337356
720, 0.324949
721, 0.336535
722, 0.315434
723, 0.323659
724, 0.325568
725, 0.284397
726, 0.33506
727, 0.325343
728, 0.355026
729, 0.296103
730, 0.322779
731, 0.317756
732, 0.325924
733, 0.305228
734, 0.358201
735, 0.317745
736, 0.339032
737, 0.334401
738, 0.32657
739, 0.337977
740, 0.3353
741, 0.306617
742, 0.364113
743, 0.337938
744, 0.376015
745, 0.282414
746, 0.333754
747, 0.351028
748, 0.363133
749, 0.314337
750, 0.338143
751, 0.32234
752, 0.337981
753, 0.340657
754, 0.329114
755, 0.333681
756, 0.31518
757, 0.296454
758, 0.332658
759, 0.284582
760, 0.300145
761, 0.316889
762, 0.297617
763, 0.284461
764, 0.319733
765, 0.312999
766, 0.270488
767, 0.345058
768, 0.326804
769, 0.347647
770, 0.301518
771, 0.323257
772, 0.326419
773, 0.275391
774, 0.304769
775, 0.300561
776, 0.28659
777, 0.285612
778, 0.305371
779, 0.29244
780, 0.317098
781, 0.30029
782, 0.316447
783, 0.318324
784, 0.259824
785, 0.296302
786, 0.29911
787, 0.29568
788, 0.329148
789, 0.351885
790, 0.326263
791, 0.291468
792, 0.3359
793, 0.295365
794, 0.28909
795, 0.317007
796, 0.287617
797, 0.300451
798, 0.374471
799, 0.30428
800, 0.32398
801, 0.289775
802, 0.290374
803, 0.297554
804, 0.310496
805, 0.271271
806, 0.313305
807, 0.293733
808, 0.284677
809, 0.286159
810, 0.319457
811, 0.292381
812, 0.297896
813, 0.2996
814, 0.290492
815, 0.296914
816, 0.29898
817, 0.323037
818, 0.312915
819, 0.313394
820, 0.323202
821, 0.291413
822, 0.275681
823, 0.305195
824, 0.343026
825, 0.296284
826, 0.283132
827, 0.293195
828, 0.314901
829, 0.295565
830, 0.295752
831, 0.28271
832, 0.30258
833, 0.281982
834, 0.273598
835, 0.321884
836, 0.29481
837, 0.294816
838, 0.307397
839, 0.313686
840, 0.291041
841, 0.309237
842, 0.266896
843, 0.299503
844, 0.299161
845, 0.288743
846, 0.29693
847, 0.290819
848, 0.297923
849, 0.307155
850, 0.291651
851, 0.303154
852, 0.3319
853, 0.261219
854, 0.268588
855, 0.308064
856, 0.30128
857, 0.282405
858, 0.298211
859, 0.286389
860, 0.270628
861, 0.27188
862, 0.274637
863, 0.2525
864, 0.271836
865, 0.282178
866, 0.28674
867, 0.277451
868, 0.289358
869, 0.284718
870, 0.299794
871, 0.283561
872, 0.29017
873, 0.304375
874, 0.292919
875, 0.269353
876, 0.284824
877, 0.275499
878, 0.297683
879, 0.293173
880, 0.302006
881, 0.293082
882, 0.278032
883, 0.258858
884, 0.258648
885, 0.290471
886, 0.30463
887, 0.258968
888, 0.282959
889, 0.284332
890, 0.269204
891, 0.294039
892, 0.26126
893, 0.269367
894, 0.274764
895, 0.276746
896, 0.256006
897, 0.272948
898, 0.269512
899, 0.257209
900, 0.285868
901, 0.259822
902, 0.318042
903, 0.259084
904, 0.290949
905, 0.293478
906, 0.278551
907, 0.250503
908, 0.281695
909, 0.292434
910, 0.258759
911, 0.25555
912, 0.263947
913, 0.233392
914, 0.243973
915, 0.22985
916, 0.234293
917, 0.25183
918, 0.253636
919, 0.295486
920, 0.283593
921, 0.308138
922, 0.267497
923, 0.254793
924, 0.28878
925, 0.247207
926, 0.265479
927, 0.314242
928, 0.264287
929, 0.297144
930, 0.267616
931, 0.243251
932, 0.255242
933, 0.30332
934, 0.25398
935, 0.248724
936, 0.268099
937, 0.23304
938, 0.306903
939, 0.249138
940, 0.264142
941, 0.260291
942, 0.268191
943, 0.245533
944, 0.290997
945, 0.27142
946, 0.241519
947, 0.227195
948, 0.25732
949, 0.272847
950, 0.256628
951, 0.296321
952, 0.230709
953, 0.285652
954, 0.24437
955, 0.211732
956, 0.27878
957, 0.247013
958, 0.300571
959, 0.259424
960, 0.249978
961, 0.25696
962, 0.261933
963, 0.279033
964, 0.243427
965, 0.244357
966, 0.257256
967, 0.270092
968, 0.268564
969, 0.25469
970, 0.267393
971, 0.282509
972, 0.243495
973, 0.214189
974, 0.265567
975, 0.273105
976, 0.246122
977, 0.228902
978, 0.249277
979, 0.242323
980, 0.261619
981, 0.2492
982, 0.281403
983, 0.265018
984, 0.312203
985, 0.242558
986, 0.243217
987, 0.273567
988, 0.251929
989, 0.232597
990, 0.2608
991, 0.260758
992, 0.226465
993, 0.275634
994, 0.246217
995, 0.248618
996, 0.256126
997, 0.259393
998, 0.23619
999, 0.265079
1000, 0.241232
1001, 0.227343
1002, 0.273993
1003, 0.250374
1004, 0.248568
1005, 0.234846
1006, 0.231271
1007, 0.263112
1008, 0.242684
1009, 0.263537
1010, 0.239425
1011, 0.269155
1012, 0.274913
1013, 0.222266
1014, 0.257737
1015, 0.242641
1016, 0.202735
1017, 0.257454
1018, 0.228898
1019, 0.220263
1020, 0.230237
1021, 0.253351
1022, 0.224589
1023, 0.253982
1024, 0.240975
1025, 0.231496
1026, 0.237607
1027, 0.22867
1028, 0.221514
1029, 0.220763
1030, 0.281817
1031, 0.23923
1032, 0.236902
1033, 0.213635
1034, 0.219059
1035, 0.246276
1036, 0.252038
1037, 0.233484
1038, 0.240469
1039, 0.238572
1040, 0.253816
1041, 0.226384
1042, 0.213867
1043, 0.243677
1044, 0.210189
1045, 0.239365
1046, 0.246962
1047, 0.252361
1048, 0.254901
1049, 0.222716
1050, 0.211926
1051, 0.224286
1052, 0.240352
1053, 0.22436
1054, 0.226935
1055, 0.219553
1056, 0.233292
1057, 0.215724
1058, 0.236711
1059, 0.230437
1060, 0.218629
1061, 0.241175
1062, 0.226991
1063, 0.248956
1064, 0.222366
1065, 0.221096
1066, 0.222336
1067, 0.219201
