step, accuracy
116, 0.11660661548376083
117, 0.11478777974843979
118, 0.11093052476644516
119, 0.11219605058431625
120, 0.11121192574501038
121, 0.10577874630689621
122, 0.10907694697380066
123, 0.12015395611524582
124, 0.11737870424985886
125, 0.10711131989955902
126, 0.10161241888999939
127, 0.11411061882972717
128, 0.10494040697813034
129, 0.11377164721488953
130, 0.11213618516921997
131, 0.10733388364315033
132, 0.09558910876512527
133, 0.1110147088766098
134, 0.10853586345911026
135, 0.09953581541776657
136, 0.10184241086244583
137, 0.10756409168243408
138, 0.09548111259937286
139, 0.10292206704616547
140, 0.109776072204113
141, 0.11091801524162292
142, 0.09960046410560608
143, 0.09147171676158905
144, 0.11368806660175323
145, 0.10575520992279053
146, 0.10965453088283539
147, 0.10021281987428665
148, 0.10423045605421066
149, 0.09821932017803192
150, 0.11001817882061005
151, 0.09827128797769547
152, 0.09915798157453537
153, 0.09619869291782379
154, 0.10162873566150665
155, 0.10065919905900955
156, 0.10117380321025848
157, 0.0991969034075737
158, 0.10838335007429123
159, 0.0931166410446167
160, 0.09783011674880981
161, 0.0938849151134491
162, 0.10447404533624649
163, 0.10107868909835815
164, 0.09207130968570709
165, 0.09772682189941406
166, 0.08592421561479568
167, 0.09646319597959518
168, 0.09659335017204285
169, 0.10341830551624298
170, 0.1007060781121254
171, 0.09894797205924988
172, 0.10092601925134659
173, 0.08839315176010132
174, 0.09526631981134415
175, 0.0944659411907196
176, 0.09499625116586685
177, 0.08828964084386826
178, 0.09157102555036545
179, 0.0905730128288269
180, 0.09205591678619385
181, 0.09128110855817795
182, 0.08714093267917633
183, 0.0907590240240097
184, 0.09372823685407639
185, 0.09768910706043243
186, 0.08781948685646057
187, 0.09280041605234146
188, 0.08744105696678162
189, 0.08961745351552963
190, 0.08754713088274002
191, 0.10307487845420837
192, 0.0896511822938919
193, 0.0850028246641159
194, 0.08614078164100647
195, 0.08992315828800201
196, 0.09759601950645447
197, 0.09823445975780487
198, 0.10152337700128555
199, 0.08633414655923843
200, 0.08897428214550018
201, 0.08068419247865677
202, 0.08967822045087814
203, 0.0850568488240242
204, 0.0910712257027626
205, 0.08837686479091644
206, 0.0878775417804718
207, 0.08310515433549881
208, 0.08805161714553833
209, 0.09565378725528717
210, 0.0907803401350975
211, 0.08835937082767487
212, 0.0888889953494072
213, 0.08934027701616287
214, 0.09055553376674652
215, 0.07579077780246735
216, 0.09205877780914307
217, 0.08055988699197769
218, 0.08954876661300659
219, 0.0822335034608841
220, 0.08893008530139923
221, 0.08776842057704926
222, 0.08538838475942612
223, 0.09410732984542847
224, 0.08776707202196121
225, 0.07848244905471802
226, 0.08379091322422028
227, 0.09217362105846405
228, 0.08532686531543732
229, 0.08882492035627365
230, 0.08840413391590118
231, 0.07677575945854187
232, 0.079530268907547
233, 0.08846483379602432
234, 0.08862040936946869
235, 0.08657091110944748
236, 0.08574385941028595
237, 0.08691120147705078
238, 0.07951875030994415
239, 0.08161801844835281
240, 0.08216667175292969
241, 0.0837632268667221
242, 0.08045745640993118
243, 0.08233429491519928
244, 0.0833989679813385
245, 0.07848148047924042
246, 0.0806439220905304
247, 0.08840861171483994
248, 0.08096127212047577
249, 0.088040791451931
250, 0.08397067338228226
251, 0.08495040237903595
252, 0.08656458556652069
253, 0.0865289494395256
254, 0.08769606798887253
255, 0.08115191757678986
256, 0.07977401465177536
257, 0.08394675701856613
258, 0.08560516685247421
259, 0.08742166310548782
260, 0.084839828312397
261, 0.07941585779190063
262, 0.0861944779753685
263, 0.08653516322374344
264, 0.08376152068376541
265, 0.08157835155725479
266, 0.07871202379465103
267, 0.08456077426671982
268, 0.0826379582285881
269, 0.08053837716579437
270, 0.08820753544569016
271, 0.07886529713869095
272, 0.08651719987392426
273, 0.0825410708785057
274, 0.08163364976644516
275, 0.07546327263116837
276, 0.07829029113054276
277, 0.08129266649484634
278, 0.08364547044038773
279, 0.0789201557636261
280, 0.08481598645448685
281, 0.08085589110851288
282, 0.07537685334682465
283, 0.08397066593170166
284, 0.07956159114837646
285, 0.07844634354114532
286, 0.0846836268901825
287, 0.079520083963871
288, 0.0864916518330574
289, 0.07745125889778137
290, 0.07602173835039139
291, 0.07896255701780319
292, 0.08587591350078583
293, 0.08036330342292786
294, 0.07458160817623138
295, 0.07785949856042862
296, 0.078040212392807
297, 0.07746750861406326
298, 0.08025044202804565
299, 0.07687372714281082
300, 0.07763318717479706
301, 0.08011423796415329
302, 0.07846445590257645
303, 0.08029299974441528
304, 0.07659190148115158
305, 0.07745170593261719
306, 0.07464004307985306
307, 0.0833166316151619
308, 0.08087790012359619
309, 0.08313044160604477
310, 0.07668714225292206
311, 0.07638659328222275
312, 0.07442578673362732
313, 0.07704269886016846
314, 0.07629798352718353
315, 0.07831666618585587
316, 0.07809535413980484
317, 0.08022397011518478
318, 0.07350185513496399
319, 0.08100815117359161
320, 0.07906149327754974
321, 0.08686111122369766
322, 0.07530985027551651
323, 0.08065516501665115
324, 0.07535996288061142
325, 0.08339756727218628
326, 0.08273706585168839
327, 0.08173832297325134
328, 0.07674472779035568
329, 0.07378970086574554
330, 0.0807165652513504
331, 0.08237608522176743
332, 0.07419547438621521
333, 0.07526414841413498
334, 0.07422570884227753
335, 0.07746727764606476
336, 0.07534915953874588
337, 0.07576911896467209
338, 0.077381432056427
339, 0.08047317713499069
340, 0.07822659611701965
341, 0.0754924863576889
342, 0.08603402227163315
343, 0.07709597796201706
344, 0.08016698807477951
345, 0.0764499306678772
346, 0.07762542366981506
347, 0.07962838560342789
348, 0.07845056056976318
349, 0.07420135289430618
350, 0.08246646821498871
351, 0.0787678211927414
352, 0.07555687427520752
353, 0.0827551931142807
354, 0.0763058215379715
355, 0.07794727385044098
356, 0.08565383404493332
357, 0.07712814211845398
358, 0.07831422984600067
359, 0.06994233280420303
360, 0.0737670436501503
361, 0.08027000725269318
362, 0.07364217936992645
363, 0.0720607340335846
364, 0.07511397451162338
365, 0.07718344777822495
366, 0.08517244458198547
367, 0.07483594119548798
368, 0.07346788793802261
369, 0.07512129098176956
370, 0.07949912548065186
371, 0.07908600568771362
372, 0.07996564358472824
373, 0.07782536745071411
374, 0.07639284431934357
375, 0.07077169418334961
376, 0.07177381962537766
377, 0.07309003919363022
378, 0.07694680988788605
379, 0.07234624028205872
380, 0.07247459143400192
381, 0.07306593656539917
382, 0.0750465840101242
383, 0.07474294304847717
384, 0.07094546407461166
385, 0.07164391130208969
386, 0.07425158470869064
387, 0.07544048130512238
388, 0.07614973932504654
389, 0.07442785799503326
390, 0.08073819428682327
391, 0.0815628170967102
392, 0.08017066866159439
393, 0.07781419903039932
394, 0.0807124599814415
395, 0.07539237290620804
396, 0.07738407701253891
397, 0.07960081100463867
398, 0.07171154767274857
399, 0.07833673059940338
400, 0.07963886857032776
401, 0.07671090960502625
402, 0.07474000006914139
403, 0.08052526414394379
404, 0.07475492358207703
405, 0.07684507966041565
406, 0.07610760629177094
407, 0.06878482550382614
408, 0.07122108340263367
409, 0.07392027229070663
410, 0.07134464383125305
411, 0.07171083986759186
412, 0.07996413856744766
413, 0.07896789908409119
414, 0.07171309739351273
415, 0.07209208607673645
416, 0.08134782314300537
417, 0.07916399836540222
418, 0.07909837365150452
419, 0.07843156158924103
420, 0.07451993227005005
421, 0.07070565223693848
422, 0.07983465492725372
423, 0.07312115281820297
424, 0.07320981472730637
425, 0.07918758690357208
426, 0.07727562636137009
427, 0.06961706280708313
428, 0.07775108516216278
429, 0.07603703439235687
430, 0.07450701296329498
431, 0.07663565129041672
432, 0.07533537596464157
433, 0.07603231817483902
434, 0.07559595257043839
435, 0.06820391118526459
436, 0.07245354354381561
437, 0.07457123696804047
438, 0.07445526123046875
439, 0.07477523386478424
440, 0.07826928794384003
441, 0.07942036539316177
442, 0.07503195106983185
443, 0.07572844624519348
444, 0.07434934377670288
445, 0.07219020277261734
446, 0.07150886207818985
447, 0.0727708712220192
448, 0.07641302049160004
449, 0.07684198766946793
450, 0.07029686123132706
451, 0.07381855696439743
452, 0.07351179420948029
453, 0.06958815455436707
454, 0.0666106641292572
455, 0.07160115242004395
456, 0.06704490631818771
457, 0.07535520941019058
458, 0.07903121411800385
459, 0.07764620333909988
460, 0.0780104473233223
461, 0.07437470555305481
462, 0.07074609398841858
463, 0.07697837799787521
464, 0.06912055611610413
465, 0.07501763105392456
466, 0.08395199477672577
467, 0.07315400242805481
468, 0.07223609834909439
469, 0.07293173670768738
470, 0.08386692404747009
471, 0.07537159323692322
472, 0.0768444612622261
473, 0.07435444742441177
474, 0.07012666761875153
475, 0.07157029956579208
476, 0.0695100799202919
477, 0.07616478949785233
478, 0.0728808268904686
479, 0.07200802862644196
480, 0.06571467965841293
481, 0.07504836469888687
482, 0.07531608641147614
483, 0.0684363916516304
484, 0.08076059818267822
485, 0.07070806622505188
486, 0.07562968134880066
487, 0.07516168802976608
488, 0.0780174657702446
489, 0.06886245310306549
490, 0.07591079920530319
491, 0.07243705540895462
492, 0.07398331165313721
493, 0.07481436431407928
494, 0.07445798814296722
495, 0.07846058905124664
496, 0.0691850408911705
497, 0.07074201107025146
498, 0.06996148079633713
499, 0.07351696491241455
500, 0.07311864197254181
501, 0.07753736525774002
502, 0.06942274421453476
503, 0.07490340620279312
504, 0.06853406876325607
505, 0.074547678232193
506, 0.06616316735744476
507, 0.07643701136112213
508, 0.07749079167842865
509, 0.07337033003568649
510, 0.0724697932600975
511, 0.07595168054103851
512, 0.07514459639787674
513, 0.0742679238319397
514, 0.06811097264289856
515, 0.07498976588249207
516, 0.06971237063407898
517, 0.07003647089004517
518, 0.07740481942892075
519, 0.07069419324398041
520, 0.07586795836687088
521, 0.07537035644054413
522, 0.07490536570549011
523, 0.07019425183534622
524, 0.07015606760978699
525, 0.06832411885261536
526, 0.07494621723890305
527, 0.07350115478038788
528, 0.0744841992855072
529, 0.07443001866340637
530, 0.07119166105985641
531, 0.06753445416688919
532, 0.06902827322483063
533, 0.07648657262325287
534, 0.07559402287006378
535, 0.07796510308980942
536, 0.07550232112407684
537, 0.07238636910915375
538, 0.07265878468751907
539, 0.06866706907749176
540, 0.07639919966459274
541, 0.07081542909145355
542, 0.06599825620651245
543, 0.068790502846241
544, 0.07076409459114075
545, 0.07239671051502228
546, 0.07560492306947708
547, 0.07089611887931824
548, 0.06798849254846573
549, 0.0739222839474678
550, 0.0771501213312149
551, 0.06611625850200653
552, 0.07707718014717102
553, 0.07178594917058945
554, 0.06870269775390625
555, 0.07746044546365738
556, 0.07159686833620071
557, 0.07435481995344162
558, 0.06684654206037521
559, 0.07291630655527115
560, 0.07592479139566422
561, 0.06512870639562607
562, 0.08010982722043991
563, 0.0801413431763649
564, 0.07077428698539734
565, 0.07173141092061996
566, 0.07270394265651703
567, 0.06965848803520203
568, 0.0705908015370369
569, 0.06664690375328064
570, 0.074774369597435
571, 0.07394298166036606
572, 0.07116018235683441
573, 0.07073012739419937
574, 0.0716739371418953
575, 0.07384244352579117
576, 0.07284747064113617
577, 0.07637950778007507
578, 0.06796742230653763
579, 0.07331034541130066
580, 0.06995394825935364
581, 0.07072705775499344
582, 0.07267963886260986
583, 0.06663156300783157
584, 0.07200475037097931
585, 0.07876864820718765
586, 0.06924312561750412
587, 0.06838306039571762
588, 0.07363859564065933
589, 0.07470535486936569
590, 0.07586251944303513
591, 0.07063936442136765
592, 0.06852418184280396
593, 0.07475102692842484
594, 0.07502855360507965
595, 0.07215403765439987
596, 0.07062014192342758
597, 0.07124166935682297
598, 0.07205665111541748
599, 0.0726936012506485
600, 0.07798509299755096
601, 0.07461149990558624
602, 0.07633316516876221
603, 0.07663678377866745
604, 0.07315970957279205
605, 0.0729290321469307
606, 0.07943990081548691
607, 0.07666794210672379
608, 0.07328450679779053
609, 0.07871142774820328
610, 0.07291912287473679
611, 0.07434915751218796
612, 0.07002123445272446
613, 0.06720779091119766
614, 0.07347847521305084
615, 0.07647044956684113
616, 0.06856729835271835
617, 0.07424550503492355
618, 0.06678475439548492
619, 0.07408390939235687
620, 0.08175744861364365
621, 0.06844332069158554
622, 0.06947784870862961
623, 0.07145973294973373
624, 0.07215996831655502
625, 0.08395922929048538
626, 0.06819626688957214
627, 0.0646388828754425
628, 0.07171963900327682
629, 0.06608722358942032
630, 0.0775262862443924
631, 0.07047852128744125
632, 0.07493683695793152
633, 0.06780731678009033
634, 0.06736180186271667
635, 0.0702517032623291
636, 0.07259762287139893
637, 0.06443081796169281
638, 0.07922935485839844
639, 0.07471016049385071
640, 0.07252853363752365
641, 0.06605251878499985
642, 0.06880403310060501
643, 0.06959829479455948
644, 0.06935741752386093
645, 0.06798776984214783
646, 0.07199016213417053
647, 0.07255522161722183
648, 0.06158997863531113
649, 0.06632355600595474
650, 0.0678340271115303
651, 0.06719167530536652
652, 0.07081566751003265
653, 0.07801251113414764
654, 0.07025903463363647
655, 0.07459604740142822
656, 0.07166487723588943
657, 0.06837236881256104
658, 0.07249688357114792
659, 0.07525328546762466
660, 0.06925071775913239
661, 0.06989587098360062
662, 0.06885550171136856
663, 0.06733472645282745
664, 0.06970839202404022
665, 0.07441121339797974
666, 0.06326159834861755
667, 0.07112279534339905
668, 0.06602180004119873
669, 0.07306859642267227
670, 0.07466823607683182
671, 0.07083223015069962
672, 0.06833826005458832
673, 0.07672867178916931
674, 0.06735271960496902
675, 0.0716203823685646
676, 0.07368052750825882
677, 0.07602767646312714
678, 0.07472658157348633
679, 0.06816650182008743
680, 0.06942075490951538
681, 0.0742088183760643
682, 0.0758870542049408
683, 0.07124421745538712
684, 0.06754148006439209
685, 0.06835038214921951
686, 0.06754259765148163
687, 0.06880498677492142
688, 0.07201248407363892
689, 0.07069381326436996
690, 0.06998597085475922
691, 0.07425786554813385
692, 0.06784582138061523
693, 0.07081075012683868
694, 0.07785429060459137
695, 0.07301429659128189
696, 0.07360085099935532
697, 0.07610376179218292
698, 0.0748002678155899
699, 0.06829492002725601
700, 0.07179885357618332
701, 0.07574580609798431
702, 0.07621525228023529
703, 0.06628914177417755
704, 0.07360485196113586
705, 0.06784713268280029
706, 0.07137070596218109
707, 0.06848732382059097
708, 0.06402245163917542
709, 0.072045236825943
710, 0.0694480612874031
711, 0.06903409957885742
712, 0.07476754486560822
713, 0.07043605297803879
714, 0.07320162653923035
715, 0.06831084936857224
716, 0.0668167769908905
717, 0.06650698184967041
718, 0.06875952333211899
719, 0.07192891091108322
720, 0.07153943181037903
721, 0.07264933735132217
722, 0.07358746230602264
723, 0.06583378463983536
724, 0.07978115230798721
725, 0.07104647904634476
726, 0.06834745407104492
727, 0.07195406407117844
728, 0.07250805199146271
729, 0.07016337662935257
730, 0.07230211794376373
731, 0.06599858403205872
732, 0.063400998711586
733, 0.07066940516233444
734, 0.0658368244767189
735, 0.07725322246551514
736, 0.07133907079696655
737, 0.07203785330057144
738, 0.06675703078508377
739, 0.07716361433267593
740, 0.07148393988609314
741, 0.07554718852043152
742, 0.07347273081541061
743, 0.06330320239067078
744, 0.07284334301948547
745, 0.0733332708477974
746, 0.06924611330032349
747, 0.06716461479663849
748, 0.07082394510507584
749, 0.06750942021608353
750, 0.0703401193022728
751, 0.07210645079612732
752, 0.06787394732236862
753, 0.0656394436955452
754, 0.06525135785341263
755, 0.0677126869559288
756, 0.07245057076215744
757, 0.06743892282247543
758, 0.07111413031816483
759, 0.07078035175800323
760, 0.07240914553403854
761, 0.07143688946962357
762, 0.07192322611808777
763, 0.06252886354923248
764, 0.07090947777032852
765, 0.07494337111711502
766, 0.06673001497983932
767, 0.07006235420703888
768, 0.06702692061662674
769, 0.06216884031891823
770, 0.06903605163097382
771, 0.07465174794197083
772, 0.07326255738735199
773, 0.07137846201658249
774, 0.07558056712150574
775, 0.06865234673023224
776, 0.06864254921674728
777, 0.06341401487588882
778, 0.06962579488754272
779, 0.06173383444547653
780, 0.07179608196020126
781, 0.06595858186483383
782, 0.06391414254903793
783, 0.07176379859447479
784, 0.07485233247280121
785, 0.07212980091571808
786, 0.07035135477781296
787, 0.0658280998468399
788, 0.06828180700540543
789, 0.07199037075042725
790, 0.07056290656328201
791, 0.0683882087469101
792, 0.07113899290561676
793, 0.07026492059230804
794, 0.07057272642850876
795, 0.07470779120922089
796, 0.06900011003017426
797, 0.0739230141043663
798, 0.06511867046356201
799, 0.07221607863903046
800, 0.07996892184019089
801, 0.0682314783334732
802, 0.06889361888170242
803, 0.07074201107025146
804, 0.07404012233018875
805, 0.0752667561173439
806, 0.08052463829517365
807, 0.0757603868842125
808, 0.07634809613227844
809, 0.07177294790744781
810, 0.07291971147060394
811, 0.0698046088218689
812, 0.07007526606321335
813, 0.07234477251768112
814, 0.06911850720643997
815, 0.06669904291629791
816, 0.07095057517290115
817, 0.06798778474330902
818, 0.07265590876340866
819, 0.07441890239715576
820, 0.06748568266630173
821, 0.07155948877334595
822, 0.07491055876016617
823, 0.06404142826795578
824, 0.06577156484127045
825, 0.07098615169525146
826, 0.0659056156873703
827, 0.06602926552295685
828, 0.06521187722682953
829, 0.07155386358499527
830, 0.06858284026384354
831, 0.07122568786144257
832, 0.06970006972551346
833, 0.07241363823413849
834, 0.06892963498830795
835, 0.06466779857873917
836, 0.07496070116758347
837, 0.07640322297811508
838, 0.07071811705827713
839, 0.06759777665138245
840, 0.07058073580265045
841, 0.06503484398126602
842, 0.06738737970590591
843, 0.07483028620481491
844, 0.06424605846405029
845, 0.06909545511007309
846, 0.06667643785476685
847, 0.07001809030771255
848, 0.065299853682518
849, 0.07369254529476166
850, 0.06717865914106369
851, 0.07175388187170029
852, 0.0696764662861824
853, 0.06721367686986923
854, 0.06678635627031326
855, 0.06740348786115646
856, 0.07357311993837357
857, 0.06954356282949448
858, 0.07232283800840378
859, 0.06725188344717026
860, 0.06943072378635406
861, 0.06688337028026581
862, 0.06379090249538422
863, 0.07156737893819809
864, 0.07711534202098846
865, 0.07090292125940323
866, 0.07362886518239975
867, 0.06365366280078888
868, 0.069065622985363
869, 0.07075916975736618
870, 0.06830894201993942
871, 0.06825342029333115
872, 0.07752061635255814
873, 0.06720389425754547
874, 0.07643382996320724
875, 0.06885214149951935
876, 0.061093151569366455
877, 0.0649784654378891
878, 0.0640648752450943
879, 0.07354705780744553
880, 0.07298846542835236
881, 0.07479314506053925
882, 0.06716278195381165
883, 0.0664605125784874
884, 0.06886762380599976
885, 0.07234106957912445
886, 0.07311812788248062
887, 0.06018535792827606
888, 0.0676453709602356
889, 0.0666256695985794
890, 0.06762637197971344
891, 0.06381261348724365
892, 0.06729719042778015
893, 0.06981855630874634
894, 0.06670024991035461
895, 0.0680655911564827
896, 0.06952180713415146
897, 0.06818796694278717
898, 0.06951165199279785
899, 0.07203937321901321
900, 0.07358640432357788
901, 0.06645051389932632
902, 0.07476212829351425
903, 0.06638886034488678
904, 0.07467342913150787
905, 0.06700082123279572
906, 0.0697026252746582
907, 0.06941577792167664
908, 0.06673912703990936
909, 0.06860921531915665
910, 0.07282979786396027
911, 0.07130331546068192
912, 0.07213520258665085
913, 0.06559723615646362
914, 0.06795361638069153
915, 0.07471568137407303
916, 0.06704217940568924
917, 0.06645092368125916
918, 0.061727698892354965
919, 0.07328873872756958
920, 0.06390466541051865
921, 0.06556660681962967
922, 0.06198911741375923
923, 0.07315817475318909
924, 0.07637172192335129
925, 0.06493797153234482
926, 0.06569775193929672
927, 0.06531935185194016
928, 0.0637693703174591
929, 0.06986615061759949
930, 0.06650371849536896
931, 0.06802871823310852
932, 0.06272227317094803
933, 0.06478232145309448
934, 0.06016944348812103
935, 0.06472261250019073
936, 0.0749761089682579
937, 0.06427468359470367
938, 0.06646140664815903
939, 0.07132546603679657
940, 0.061648380011320114
941, 0.07154269516468048
942, 0.07250123471021652
943, 0.07394386827945709
944, 0.06535184383392334
945, 0.06815841794013977
946, 0.06637852638959885
947, 0.06839361041784286
948, 0.07760314643383026
949, 0.06569789350032806
950, 0.06755051761865616
951, 0.07183253765106201
