step, error
152, 0.0785493
153, 0.0810965
154, 0.0874651
155, 0.0826398
156, 0.0882356
157, 0.0815143
158, 0.0707054
159, 0.0878153
160, 0.0688144
161, 0.0820279
162, 0.0817974
163, 0.0815141
164, 0.0851866
165, 0.0887697
166, 0.0815685
167, 0.0830891
168, 0.0894386
169, 0.0894362
170, 0.0749374
171, 0.090682
172, 0.0922235
173, 0.0782055
174, 0.0877691
175, 0.0746745
176, 0.0877318
177, 0.0716044
178, 0.0680119
179, 0.0744434
180, 0.0713808
181, 0.0732685
182, 0.067493
183, 0.0681842
184, 0.0620701
185, 0.0821211
186, 0.0820576
187, 0.0726538
188, 0.0774816
189, 0.0759518
190, 0.0774395
191, 0.0730513
192, 0.0800623
193, 0.0725729
194, 0.0758755
195, 0.0748372
196, 0.0806751
197, 0.0651088
198, 0.0703523
199, 0.064966
200, 0.0736613
201, 0.0757532
202, 0.0794505
203, 0.0801593
204, 0.0698343
205, 0.0784431
206, 0.0838363
207, 0.0807496
208, 0.0650303
209, 0.0690302
210, 0.0782567
211, 0.0710649
212, 0.0863333
213, 0.0798485
214, 0.0811422
215, 0.0810668
216, 0.089941
217, 0.0734982
218, 0.0836583
219, 0.0782539
220, 0.0784632
221, 0.0835627
222, 0.084601
223, 0.0839709
224, 0.0809579
225, 0.0745973
226, 0.0824309
227, 0.0751634
228, 0.0934816
229, 0.0826542
230, 0.0685624
231, 0.0807389
232, 0.0671606
233, 0.0734911
234, 0.0699817
235, 0.0785817
236, 0.0760089
237, 0.0696266
238, 0.0706491
239, 0.0686844
240, 0.0799837
241, 0.0738239
242, 0.077134
243, 0.0760043
244, 0.0695824
245, 0.0662322
246, 0.0640322
247, 0.078027
248, 0.0744716
249, 0.0799308
250, 0.0664576
251, 0.06921
252, 0.0687202
253, 0.080038
254, 0.0729139
255, 0.0708275
256, 0.0652307
257, 0.0819983
258, 0.0650988
259, 0.080529
260, 0.0702668
261, 0.0755316
262, 0.0763345
263, 0.0762928
264, 0.0759286
265, 0.0744379
266, 0.0684161
267, 0.067743
268, 0.0877461
269, 0.0856779
270, 0.0802661
271, 0.0698286
272, 0.0688788
273, 0.0790724
274, 0.0789632
275, 0.0674375
276, 0.0767636
277, 0.0605626
278, 0.0650359
279, 0.0757463
280, 0.0833244
281, 0.0757209
282, 0.0799793
283, 0.0633021
284, 0.0687347
285, 0.0723258
286, 0.0721432
287, 0.0626208
288, 0.0772461
289, 0.0623885
290, 0.0755477
291, 0.0775964
292, 0.0701592
293, 0.0842181
294, 0.0631581
295, 0.0781334
296, 0.0695223
297, 0.0750331
298, 0.0756542
299, 0.0727976
300, 0.0751279
301, 0.0777852
302, 0.0767331
303, 0.0635987
304, 0.0589895
305, 0.0705543
306, 0.0699789
307, 0.0765164
308, 0.059322
309, 0.0692648
310, 0.0672374
311, 0.0819188
312, 0.0702514
313, 0.0683061
314, 0.0776236
315, 0.0736502
316, 0.0700918
317, 0.0683029
318, 0.0755912
319, 0.0639165
320, 0.071299
321, 0.063441
322, 0.0800808
323, 0.0679903
324, 0.0663071
325, 0.0679592
326, 0.0710124
327, 0.0733875
328, 0.0735572
329, 0.0726999
330, 0.0743682
331, 0.0705988
332, 0.0730391
333, 0.0743288
334, 0.066912
335, 0.0752507
336, 0.0772359
337, 0.0586737
338, 0.059919
339, 0.0709748
340, 0.0654481
341, 0.0653946
342, 0.0724548
343, 0.0668444
344, 0.0656816
345, 0.0682394
346, 0.0629046
347, 0.0743641
348, 0.0628515
349, 0.0575099
350, 0.0680911
351, 0.0721143
352, 0.0715206
353, 0.0764915
354, 0.0684161
355, 0.071554
356, 0.0640794
357, 0.0748631
358, 0.0741774
359, 0.0683869
360, 0.0685555
361, 0.0791882
362, 0.0744401
363, 0.0693202
364, 0.0620229
365, 0.0651563
366, 0.076125
367, 0.0711247
368, 0.0666912
369, 0.0704083
370, 0.0617514
371, 0.0580935
372, 0.0617446
373, 0.0715085
374, 0.0764528
375, 0.0599398
376, 0.0769562
377, 0.0668654
378, 0.0717747
379, 0.0683202
380, 0.0662154
381, 0.0586988
382, 0.0625231
383, 0.0723726
384, 0.07467
385, 0.0582591
386, 0.061261
387, 0.0663003
388, 0.0639942
389, 0.0678784
390, 0.060681
391, 0.0688625
392, 0.0638424
393, 0.0697403
394, 0.0711573
395, 0.069689
396, 0.0699463
397, 0.0701175
398, 0.0671246
399, 0.0754307
400, 0.0621489
401, 0.0633432
402, 0.0725658
403, 0.0713064
404, 0.0722393
405, 0.0666231
406, 0.0682668
407, 0.0584287
408, 0.0622152
409, 0.0590592
410, 0.0586961
411, 0.063331
412, 0.0575892
413, 0.0609216
414, 0.0559899
415, 0.0742255
416, 0.0732423
417, 0.0610674
418, 0.0651213
419, 0.0647498
420, 0.0649852
421, 0.0660036
422, 0.0672062
423, 0.0696785
424, 0.0555846
425, 0.0644358
426, 0.0660213
427, 0.0633917
428, 0.0782729
429, 0.0605559
430, 0.0633279
431, 0.061436
432, 0.0688303
433, 0.0607416
434, 0.0731426
435, 0.0690261
436, 0.071739
437, 0.0681005
438, 0.0680668
439, 0.0750101
440, 0.0712836
441, 0.0612709
442, 0.0695926
443, 0.0763831
444, 0.0610337
445, 0.0667525
446, 0.0601878
447, 0.0684019
448, 0.0612933
449, 0.0733081
450, 0.070352
451, 0.0653823
452, 0.0604552
453, 0.0628417
454, 0.0662019
455, 0.0607456
456, 0.0647324
457, 0.0699311
458, 0.0693934
459, 0.0598007
460, 0.0666317
461, 0.065173
462, 0.0552135
463, 0.0605422
464, 0.0615467
465, 0.069725
466, 0.0630502
467, 0.0635853
468, 0.0600155
469, 0.0764222
470, 0.0626424
471, 0.0709939
472, 0.0699331
473, 0.0671476
474, 0.0668187
475, 0.0599406
476, 0.0602511
477, 0.0651527
478, 0.0645264
479, 0.0689286
480, 0.0763195
481, 0.0571475
482, 0.0558524
483, 0.0673279
484, 0.0715684
485, 0.061962
486, 0.0660924
487, 0.0672151
488, 0.0602747
489, 0.0689144
490, 0.0676081
491, 0.068667
492, 0.0603584
493, 0.0640047
494, 0.0611956
495, 0.0597704
496, 0.0653153
497, 0.0584513
498, 0.0597791
499, 0.0729724
500, 0.0650115
501, 0.0623537
502, 0.0608757
503, 0.0563845
504, 0.0630677
505, 0.0690454
506, 0.0607726
507, 0.0696049
508, 0.059785
509, 0.0608364
510, 0.0667203
511, 0.0600019
512, 0.0748343
513, 0.0641639
514, 0.0638002
515, 0.0675868
516, 0.0655198
517, 0.0678077
518, 0.0649435
519, 0.0531337
520, 0.0661696
521, 0.0716002
522, 0.0706265
523, 0.055639
524, 0.0570851
525, 0.0609983
526, 0.0598806
527, 0.0626072
528, 0.0596002
529, 0.0559617
530, 0.0609249
531, 0.0666777
532, 0.0666777
533, 0.0568178
534, 0.0640899
535, 0.0589637
536, 0.0597724
537, 0.0627808
538, 0.0525162
539, 0.0747167
540, 0.0585604
541, 0.059528
542, 0.0562654
543, 0.055911
544, 0.0627089
545, 0.061154
546, 0.0553937
547, 0.0644268
548, 0.0648236
549, 0.0644028
550, 0.0588684
551, 0.0695682
552, 0.0680967
553, 0.0603052
554, 0.0599783
555, 0.0623465
556, 0.0607962
557, 0.0622855
558, 0.0632173
559, 0.0619398
560, 0.0587673
561, 0.0637049
562, 0.0576467
563, 0.0614583
564, 0.0604815
565, 0.0663053
566, 0.0551505
567, 0.0623102
568, 0.055552
569, 0.0598922
570, 0.0659654
571, 0.0579392
572, 0.0663535
573, 0.0564619
574, 0.0627815
575, 0.0691578
576, 0.0667307
577, 0.0674904
578, 0.0575373
579, 0.0609193
580, 0.064857
581, 0.069631
582, 0.0633213
583, 0.0599597
584, 0.0609804
585, 0.0556789
586, 0.0711586
587, 0.0609996
588, 0.0658948
589, 0.0628168
590, 0.0565338
591, 0.0560945
592, 0.0655581
593, 0.0697385
594, 0.0543522
595, 0.0509421
596, 0.0612934
597, 0.0651322
598, 0.0634729
599, 0.0602742
600, 0.0566816
601, 0.0590285
