target, prediction
0.648818, 0.08621494472026825
0.618757, 0.10449869930744171
0.57663, 0.12339447438716888
0.517345, 0.13980954885482788
0.462483, 0.15767771005630493
0.454265, 0.17483526468276978
0.52578, 0.1808338761329651
0.656318, 0.18390759825706482
0.750616, 0.1839444935321808
0.785554, 0.1811601221561432
0.801743, 0.17545753717422485
0.805072, 0.16695347428321838
0.789083, 0.15676018595695496
0.767943, 0.14535877108573914
0.742976, 0.13316011428833008
0.662628, 0.12030642479658127
0.536522, 0.10693652182817459
0.431352, 0.09323791414499283
0.340913, 0.07939941436052322
0.250026, 0.06567001342773438
0.192587, 0.05224800482392311
0.18337, 0.03943188488483429
0.183696, 0.02751271054148674
0.126913, 0.01670292764902115
0.046613, 0.0071488902904093266
0.059263, -0.0011314094299450517
0.241869, -0.007920142263174057
0.462621, -0.012987831607460976
0.570807, -0.01607636548578739
0.594513, -0.017014816403388977
0.619442, -0.015802912414073944
0.675185, -0.012493951246142387
0.704404, -0.007436792831867933
0.636649, -0.0010837611043825746
0.472117, 0.006119331810623407
0.405139, 0.013766773976385593
0.455055, 0.021599208936095238
0.529498, 0.029240312054753304
0.60203, 0.03624407574534416
0.64045, 0.04203617200255394
0.59275, 0.04607129842042923
0.486424, 0.04786162078380585
0.459424, 0.04698445647954941
0.515328, 0.04329123720526695
0.603773, 0.03673062473535538
0.695102, 0.027269773185253143
0.714011, 0.01489370409399271
0.664319, -0.0003862712765112519
0.645789, -0.018410570919513702
0.699994, -0.03886915743350983
0.755851, -0.061291225254535675
0.754645, -0.08513067662715912
0.75073, -0.10975905507802963
0.780854, -0.13451099395751953
0.820745, -0.15876594185829163
0.811401, -0.18191567063331604
0.674249, -0.20337557792663574
0.504509, -0.22258944809436798
0.505698, -0.23905520141124725
0.563384, -0.252355694770813
0.564638, -0.2621687352657318
0.582415, -0.2682262361049652
0.596015, -0.27028611302375793
0.489391, -0.2682032585144043
0.298345, -0.2619331479072571
0.198409, -0.2516070306301117
0.208091, -0.23744428157806396
0.252457, -0.21971938014030457
0.272385, -0.1988893747329712
0.283776, -0.17563164234161377
0.310915, -0.15076576173305511
0.33644, -0.12515343725681305
0.356456, -0.09972851723432541
0.397826, -0.07548993825912476
0.42782, -0.05328517407178879
0.4079, -0.033752113580703735
0.470717, -0.017247455194592476
0.534908, -0.003972579259425402
0.496522, 0.005888530518859625
0.445446, 0.012366550974547863
0.423927, 0.015790291130542755
0.425759, 0.01667403057217598
0.437428, 0.015584646724164486
0.459746, 0.013219431973993778
0.517258, 0.010382729582488537
0.59564, 0.007633153814822435
0.622074, 0.005133953411132097
0.489124, 0.003046287689357996
0.31899, 0.0013698203256353736
0.3129, 0.00020455324556678534
0.367436, -0.00037203042302280664
0.351154, -0.000591773190535605
0.287181, -0.00030625343788415194
0.283029, 0.00021121918689459562
0.386036, 0.0008805276593193412
0.498128, 0.0015613731229677796
0.630848, 0.10866296291351318
0.656965, 0.1323212832212448
0.617985, 0.15646052360534668
0.472266, 0.1774737685918808
0.333538, 0.19997859001159668
0.33859, 0.2218407690525055
0.469942, 0.2297758162021637
0.627601, 0.23410296440124512
0.719965, 0.2347494661808014
0.759004, 0.23197919130325317
0.778302, 0.22575244307518005
0.773186, 0.2162119746208191
0.746621, 0.20469620823860168
0.715178, 0.1917666792869568
0.675927, 0.17789623141288757
0.590553, 0.16325700283050537
0.46597, 0.14800798892974854
0.370712, 0.1323607712984085
0.304556, 0.11652688682079315
0.229822, 0.10079045593738556
0.159836, 0.08538708090782166
0.12244, 0.07065604627132416
0.10674, 0.05693802237510681
0.07846, 0.04447847232222557
0.075682, 0.03344622999429703
0.212376, 0.023868855088949203
0.475164, 0.015990082174539566
0.669083, 0.010081898421049118
0.722933, 0.006446617189794779
0.703489, 0.005285848397761583
0.688975, 0.006598141510039568
0.697859, 0.010303381830453873
0.686336, 0.015986869111657143
0.606523, 0.023096803575754166
0.470586, 0.03111913613975048
0.43711, 0.03957453742623329
0.519447, 0.04815555736422539
0.59265, 0.05642308294773102
0.636017, 0.0638456642627716
0.647187, 0.0697522908449173
0.609817, 0.07350078225135803
0.54638, 0.07452823221683502
0.537006, 0.07235415279865265
0.590484, 0.06681926548480988
0.678539, 0.0578739158809185
0.770585, 0.045486487448215485
0.81306, 0.029655518010258675
0.801106, 0.0104083102196455
0.787625, -0.012046443298459053
0.806211, -0.03732450678944588
0.828665, -0.06485939770936966
0.821625, -0.09399032592773438
0.813658, -0.1239686906337738
0.826795, -0.15400050580501556
0.842823, -0.1833423674106598
0.81315, -0.2112722098827362
0.66305, -0.23709464073181152
0.469402, -0.26016223430633545
0.446288, -0.2798832356929779
0.512929, -0.2957593500614166
0.533858, -0.30740389227867126
0.554383, -0.31448623538017273
0.559673, -0.31670233607292175
0.482717, -0.3138655424118042
0.34069, -0.3059055805206299
0.24219, -0.2929703891277313
0.209185, -0.2753235995769501
0.197859, -0.25330159068107605
0.190236, -0.22746235132217407
0.204998, -0.1986497938632965
0.249836, -0.16788120567798615
0.296538, -0.13623389601707458
0.331819, -0.10486707091331482
0.386581, -0.07501061260700226
0.448895, -0.047699425369501114
0.459488, -0.023720156401395798
0.508097, -0.0035160197876393795
0.527816, 0.012683447450399399
0.470487, 0.02467294968664646
0.425611, 0.03250205144286156
0.416895, 0.03658158332109451
0.418189, 0.037544023245573044
0.414414, 0.03607727959752083
0.440411, 0.03301959112286568
0.501275, 0.02932463027536869
0.56009, 0.025649549439549446
0.547979, 0.022134151309728622
0.409593, 0.018983792513608932
0.287987, 0.01619286648929119
0.305983, 0.013882782310247421
0.346165, 0.012177313677966595
0.302847, 0.010411311872303486
0.210969, 0.009295658208429813
0.156939, 0.008382986299693584
0.188585, 0.007758558262139559
0.235034, 0.007298415992408991
0.664501, 0.13294574618339539
0.708891, 0.16253915429115295
0.6732, 0.19237250089645386
0.49408, 0.2175184190273285
0.312718, 0.24512979388237
0.300659, 0.272034227848053
0.430904, 0.2820301949977875
0.58861, 0.28772762417793274
0.684215, 0.28909558057785034
0.735437, 0.2865907847881317
0.767972, 0.28014811873435974
0.766907, 0.26994431018829346
0.733588, 0.25752973556518555
0.686372, 0.24353118240833282
0.626706, 0.22848577797412872
0.539237, 0.2125905156135559
0.433644, 0.196018785238266
0.373924, 0.17900392413139343
0.362223, 0.16177086532115936
0.327252, 0.14462658762931824
0.241265, 0.12782061100006104
0.147749, 0.11171728372573853
0.086473, 0.09669207036495209
0.072818, 0.08302423357963562
0.159535, 0.07090816646814346
0.396894, 0.06037477031350136
0.663045, 0.05169136822223663
0.810126, 0.045153554528951645
0.841992, 0.04110127314925194
0.817725, 0.039748094975948334
0.791442, 0.041086595505476
0.768774, 0.04501362517476082
0.717168, 0.05106465145945549
0.607961, 0.058627575635910034
0.467667, 0.06711935251951218
0.442936, 0.07599880546331406
0.565134, 0.0849057286977768
0.653582, 0.09334486722946167
0.682974, 0.10071885585784912
0.685096, 0.10627320408821106
0.674556, 0.1093149185180664
0.667813, 0.10922789573669434
0.678085, 0.10548479855060577
0.705949, 0.09790948033332825
0.755524, 0.08645167201757431
0.81477, 0.07108493149280548
0.851156, 0.0518203005194664
0.857953, 0.02871532551944256
0.859687, 0.0020147976465523243
0.871549, -0.02783213183283806
0.87865, -0.06017821654677391
0.869388, -0.09427709877490997
0.864104, -0.129271999001503
0.873263, -0.16424871981143951
0.883118, -0.19834770262241364
0.855955, -0.23074239492416382
0.730932, -0.2606370449066162
0.541282, -0.28729018568992615
0.459861, -0.3100258708000183
0.494711, -0.3282594084739685
0.510004, -0.3415285050868988
0.512531, -0.3494390547275543
0.511602, -0.35162118077278137
0.48157, -0.34784117341041565
0.390929, -0.3380047678947449
0.273564, -0.3222854435443878
0.19309, -0.30100733041763306
0.151325, -0.27458593249320984
0.141449, -0.24369606375694275
0.170567, -0.20935431122779846
0.239433, -0.17279170453548431
0.305808, -0.13530264794826508
0.340916, -0.09825636446475983
0.381856, -0.06309396028518677
0.45511, -0.03103632852435112
0.511811, -0.00301155773922801
0.547804, 0.020486192777752876
0.534303, 0.03922498971223831
0.481502, 0.05300801619887352
0.452505, 0.061916716396808624
0.448341, 0.0664568692445755
0.434981, 0.06738296151161194
0.429958, 0.06548293679952621
0.467365, 0.06169797480106354
0.522037, 0.05709113925695419
0.537457, 0.0524069182574749
0.478741, 0.04773099720478058
0.356617, 0.04331519082188606
0.285403, 0.039133068174123764
0.303665, 0.0353219136595726
0.316964, 0.032047420740127563
0.247365, 0.02792396768927574
0.115844, 0.02459128201007843
0.016406, 0.021396327763795853
0.042045, 0.018670355901122093
0.098641, 0.01627202518284321
0.67831, 0.15908721089363098
0.732813, 0.19437217712402344
0.720945, 0.2297767698764801
0.575047, 0.2600039541721344
0.396024, 0.2927016317844391
0.345795, 0.32541948556900024
0.419263, 0.33763551712036133
0.546226, 0.3449435234069824
0.652886, 0.3473654091358185
0.724336, 0.3454093635082245
0.774561, 0.3391011357307434
0.785906, 0.3285658061504364
0.745714, 0.3156149089336395
0.672424, 0.3009321987628937
0.598138, 0.2851073145866394
0.542347, 0.26835769414901733
0.497237, 0.2508715093135834
