reference,ssim,mse,trial
1575_orig.png,1575_kriz_ssim_fc.png,1575_kriz_mse_fc.png,16
1604_orig.png,1604_kriz_ssim_fc.png,1604_kriz_mse_fc.png,16
1648_orig.png,1648_kriz_ssim_fc.png,1648_kriz_mse_fc.png,16
1659_orig.png,1659_kriz_ssim_fc.png,1659_kriz_mse_fc.png,16
1662_orig.png,1662_kriz_ssim_fc.png,1662_kriz_mse_fc.png,16
1680_orig.png,1680_kriz_ssim_fc.png,1680_kriz_mse_fc.png,16
1691_orig.png,1691_kriz_ssim_fc.png,1691_kriz_mse_fc.png,17
1713_orig.png,1713_kriz_ssim_fc.png,1713_kriz_mse_fc.png,17
1725_orig.png,1725_kriz_ssim_fc.png,1725_kriz_mse_fc.png,17
1734_orig.png,1734_kriz_ssim_fc.png,1734_kriz_mse_fc.png,17
1737_orig.png,1737_kriz_ssim_fc.png,1737_kriz_mse_fc.png,17
1742_orig.png,1742_kriz_ssim_fc.png,1742_kriz_mse_fc.png,17
1743_orig.png,1743_kriz_ssim_fc.png,1743_kriz_mse_fc.png,17
1744_orig.png,1744_kriz_ssim_fc.png,1744_kriz_mse_fc.png,17
1752_orig.png,1752_kriz_ssim_fc.png,1752_kriz_mse_fc.png,17
1784_orig.png,1784_kriz_ssim_fc.png,1784_kriz_mse_fc.png,17
1785_orig.png,1785_kriz_ssim_fc.png,1785_kriz_mse_fc.png,18
1796_orig.png,1796_kriz_ssim_fc.png,1796_kriz_mse_fc.png,18
1800_orig.png,1800_kriz_ssim_fc.png,1800_kriz_mse_fc.png,18
1803_orig.png,1803_kriz_ssim_fc.png,1803_kriz_mse_fc.png,18
1804_orig.png,1804_kriz_ssim_fc.png,1804_kriz_mse_fc.png,18
1812_orig.png,1812_kriz_ssim_fc.png,1812_kriz_mse_fc.png,18
1816_orig.png,1816_kriz_ssim_fc.png,1816_kriz_mse_fc.png,18
1824_orig.png,1824_kriz_ssim_fc.png,1824_kriz_mse_fc.png,18
1831_orig.png,1831_kriz_ssim_fc.png,1831_kriz_mse_fc.png,18
1838_orig.png,1838_kriz_ssim_fc.png,1838_kriz_mse_fc.png,18
1854_orig.png,1854_kriz_ssim_fc.png,1854_kriz_mse_fc.png,19
1871_orig.png,1871_kriz_ssim_fc.png,1871_kriz_mse_fc.png,19
1889_orig.png,1889_kriz_ssim_fc.png,1889_kriz_mse_fc.png,19
1891_orig.png,1891_kriz_ssim_fc.png,1891_kriz_mse_fc.png,19
1893_orig.png,1893_kriz_ssim_fc.png,1893_kriz_mse_fc.png,19
1904_orig.png,1904_kriz_ssim_fc.png,1904_kriz_mse_fc.png,19
1912_orig.png,1912_kriz_ssim_fc.png,1912_kriz_mse_fc.png,19
1917_orig.png,1917_kriz_ssim_fc.png,1917_kriz_mse_fc.png,19
1924_orig.png,1924_kriz_ssim_fc.png,1924_kriz_mse_fc.png,19
1929_orig.png,1929_kriz_ssim_fc.png,1929_kriz_mse_fc.png,19
1935_orig.png,1935_kriz_ssim_fc.png,1935_kriz_mse_fc.png,20
1938_orig.png,1938_kriz_ssim_fc.png,1938_kriz_mse_fc.png,20
1941_orig.png,1941_kriz_ssim_fc.png,1941_kriz_mse_fc.png,20
1945_orig.png,1945_kriz_ssim_fc.png,1945_kriz_mse_fc.png,20
1963_orig.png,1963_kriz_ssim_fc.png,1963_kriz_mse_fc.png,20
1977_orig.png,1977_kriz_ssim_fc.png,1977_kriz_mse_fc.png,20
1990_orig.png,1990_kriz_ssim_fc.png,1990_kriz_mse_fc.png,20
1994_orig.png,1994_kriz_ssim_fc.png,1994_kriz_mse_fc.png,20
2031_orig.png,2031_kriz_ssim_fc.png,2031_kriz_mse_fc.png,20
2039_orig.png,2039_kriz_ssim_fc.png,2039_kriz_mse_fc.png,20
2_orig.png,2_kriz_ssim_fc.png,2_kriz_mse_fc.png,1
12_orig.png,12_kriz_ssim_fc.png,12_kriz_mse_fc.png,1
21_orig.png,21_kriz_ssim_fc.png,21_kriz_mse_fc.png,1
34_orig.png,34_kriz_ssim_fc.png,34_kriz_mse_fc.png,1
49_orig.png,49_kriz_ssim_fc.png,49_kriz_mse_fc.png,1
51_orig.png,51_kriz_ssim_fc.png,51_kriz_mse_fc.png,1
55_orig.png,55_kriz_ssim_fc.png,55_kriz_mse_fc.png,1
81_orig.png,81_kriz_ssim_fc.png,81_kriz_mse_fc.png,1
94_orig.png,94_kriz_ssim_fc.png,94_kriz_mse_fc.png,1
116_orig.png,116_kriz_ssim_fc.png,116_kriz_mse_fc.png,1
117_orig.png,117_kriz_ssim_fc.png,117_kriz_mse_fc.png,2
125_orig.png,125_kriz_ssim_fc.png,125_kriz_mse_fc.png,2
135_orig.png,135_kriz_ssim_fc.png,135_kriz_mse_fc.png,2
156_orig.png,156_kriz_ssim_fc.png,156_kriz_mse_fc.png,2
158_orig.png,158_kriz_ssim_fc.png,158_kriz_mse_fc.png,2
168_orig.png,168_kriz_ssim_fc.png,168_kriz_mse_fc.png,2
174_orig.png,174_kriz_ssim_fc.png,174_kriz_mse_fc.png,2
194_orig.png,194_kriz_ssim_fc.png,194_kriz_mse_fc.png,2
197_orig.png,197_kriz_ssim_fc.png,197_kriz_mse_fc.png,2
232_orig.png,232_kriz_ssim_fc.png,232_kriz_mse_fc.png,2
241_orig.png,241_kriz_ssim_fc.png,241_kriz_mse_fc.png,3
242_orig.png,242_kriz_ssim_fc.png,242_kriz_mse_fc.png,3
255_orig.png,255_kriz_ssim_fc.png,255_kriz_mse_fc.png,3
258_orig.png,258_kriz_ssim_fc.png,258_kriz_mse_fc.png,3
270_orig.png,270_kriz_ssim_fc.png,270_kriz_mse_fc.png,3
273_orig.png,273_kriz_ssim_fc.png,273_kriz_mse_fc.png,3
277_orig.png,277_kriz_ssim_fc.png,277_kriz_mse_fc.png,3
283_orig.png,283_kriz_ssim_fc.png,283_kriz_mse_fc.png,3
285_orig.png,285_kriz_ssim_fc.png,285_kriz_mse_fc.png,3
295_orig.png,295_kriz_ssim_fc.png,295_kriz_mse_fc.png,3
319_orig.png,319_kriz_ssim_fc.png,319_kriz_mse_fc.png,4
337_orig.png,337_kriz_ssim_fc.png,337_kriz_mse_fc.png,4
339_orig.png,339_kriz_ssim_fc.png,339_kriz_mse_fc.png,4
340_orig.png,340_kriz_ssim_fc.png,340_kriz_mse_fc.png,4
359_orig.png,359_kriz_ssim_fc.png,359_kriz_mse_fc.png,4
367_orig.png,367_kriz_ssim_fc.png,367_kriz_mse_fc.png,4
382_orig.png,382_kriz_ssim_fc.png,382_kriz_mse_fc.png,4
385_orig.png,385_kriz_ssim_fc.png,385_kriz_mse_fc.png,4
391_orig.png,391_kriz_ssim_fc.png,391_kriz_mse_fc.png,4
395_orig.png,395_kriz_ssim_fc.png,395_kriz_mse_fc.png,4
412_orig.png,412_kriz_ssim_fc.png,412_kriz_mse_fc.png,5
414_orig.png,414_kriz_ssim_fc.png,414_kriz_mse_fc.png,5
424_orig.png,424_kriz_ssim_fc.png,424_kriz_mse_fc.png,5
430_orig.png,430_kriz_ssim_fc.png,430_kriz_mse_fc.png,5
457_orig.png,457_kriz_ssim_fc.png,457_kriz_mse_fc.png,5
466_orig.png,466_kriz_ssim_fc.png,466_kriz_mse_fc.png,5
468_orig.png,468_kriz_ssim_fc.png,468_kriz_mse_fc.png,5
480_orig.png,480_kriz_ssim_fc.png,480_kriz_mse_fc.png,5
482_orig.png,482_kriz_ssim_fc.png,482_kriz_mse_fc.png,5
501_orig.png,501_kriz_ssim_fc.png,501_kriz_mse_fc.png,5
507_orig.png,507_kriz_ssim_fc.png,507_kriz_mse_fc.png,6
510_orig.png,510_kriz_ssim_fc.png,510_kriz_mse_fc.png,6
521_orig.png,521_kriz_ssim_fc.png,521_kriz_mse_fc.png,6
536_orig.png,536_kriz_ssim_fc.png,536_kriz_mse_fc.png,6
539_orig.png,539_kriz_ssim_fc.png,539_kriz_mse_fc.png,6
547_orig.png,547_kriz_ssim_fc.png,547_kriz_mse_fc.png,6
552_orig.png,552_kriz_ssim_fc.png,552_kriz_mse_fc.png,6
568_orig.png,568_kriz_ssim_fc.png,568_kriz_mse_fc.png,6
577_orig.png,577_kriz_ssim_fc.png,577_kriz_mse_fc.png,6
580_orig.png,580_kriz_ssim_fc.png,580_kriz_mse_fc.png,6
586_orig.png,586_kriz_ssim_fc.png,586_kriz_mse_fc.png,7
591_orig.png,591_kriz_ssim_fc.png,591_kriz_mse_fc.png,7
598_orig.png,598_kriz_ssim_fc.png,598_kriz_mse_fc.png,7
617_orig.png,617_kriz_ssim_fc.png,617_kriz_mse_fc.png,7
624_orig.png,624_kriz_ssim_fc.png,624_kriz_mse_fc.png,7
630_orig.png,630_kriz_ssim_fc.png,630_kriz_mse_fc.png,7
633_orig.png,633_kriz_ssim_fc.png,633_kriz_mse_fc.png,7
635_orig.png,635_kriz_ssim_fc.png,635_kriz_mse_fc.png,7
636_orig.png,636_kriz_ssim_fc.png,636_kriz_mse_fc.png,7
650_orig.png,650_kriz_ssim_fc.png,650_kriz_mse_fc.png,7
670_orig.png,670_kriz_ssim_fc.png,670_kriz_mse_fc.png,8
676_orig.png,676_kriz_ssim_fc.png,676_kriz_mse_fc.png,8
679_orig.png,679_kriz_ssim_fc.png,679_kriz_mse_fc.png,8
680_orig.png,680_kriz_ssim_fc.png,680_kriz_mse_fc.png,8
686_orig.png,686_kriz_ssim_fc.png,686_kriz_mse_fc.png,8
691_orig.png,691_kriz_ssim_fc.png,691_kriz_mse_fc.png,8
702_orig.png,702_kriz_ssim_fc.png,702_kriz_mse_fc.png,8
704_orig.png,704_kriz_ssim_fc.png,704_kriz_mse_fc.png,8
740_orig.png,740_kriz_ssim_fc.png,740_kriz_mse_fc.png,8
745_orig.png,745_kriz_ssim_fc.png,745_kriz_mse_fc.png,8
757_orig.png,757_kriz_ssim_fc.png,757_kriz_mse_fc.png,9
820_orig.png,820_kriz_ssim_fc.png,820_kriz_mse_fc.png,9
831_orig.png,831_kriz_ssim_fc.png,831_kriz_mse_fc.png,9
838_orig.png,838_kriz_ssim_fc.png,838_kriz_mse_fc.png,9
852_orig.png,852_kriz_ssim_fc.png,852_kriz_mse_fc.png,9
859_orig.png,859_kriz_ssim_fc.png,859_kriz_mse_fc.png,9
865_orig.png,865_kriz_ssim_fc.png,865_kriz_mse_fc.png,9
889_orig.png,889_kriz_ssim_fc.png,889_kriz_mse_fc.png,9
891_orig.png,891_kriz_ssim_fc.png,891_kriz_mse_fc.png,9
896_orig.png,896_kriz_ssim_fc.png,896_kriz_mse_fc.png,9
901_orig.png,901_kriz_ssim_fc.png,901_kriz_mse_fc.png,10
918_orig.png,918_kriz_ssim_fc.png,918_kriz_mse_fc.png,10
929_orig.png,929_kriz_ssim_fc.png,929_kriz_mse_fc.png,10
930_orig.png,930_kriz_ssim_fc.png,930_kriz_mse_fc.png,10
931_orig.png,931_kriz_ssim_fc.png,931_kriz_mse_fc.png,10
940_orig.png,940_kriz_ssim_fc.png,940_kriz_mse_fc.png,10
941_orig.png,941_kriz_ssim_fc.png,941_kriz_mse_fc.png,10
958_orig.png,958_kriz_ssim_fc.png,958_kriz_mse_fc.png,10
996_orig.png,996_kriz_ssim_fc.png,996_kriz_mse_fc.png,10
1012_orig.png,1012_kriz_ssim_fc.png,1012_kriz_mse_fc.png,10
1029_orig.png,1029_kriz_ssim_fc.png,1029_kriz_mse_fc.png,11
1066_orig.png,1066_kriz_ssim_fc.png,1066_kriz_mse_fc.png,11
1070_orig.png,1070_kriz_ssim_fc.png,1070_kriz_mse_fc.png,11
1083_orig.png,1083_kriz_ssim_fc.png,1083_kriz_mse_fc.png,11
1084_orig.png,1084_kriz_ssim_fc.png,1084_kriz_mse_fc.png,11
1094_orig.png,1094_kriz_ssim_fc.png,1094_kriz_mse_fc.png,11
1108_orig.png,1108_kriz_ssim_fc.png,1108_kriz_mse_fc.png,11
1129_orig.png,1129_kriz_ssim_fc.png,1129_kriz_mse_fc.png,11
1131_orig.png,1131_kriz_ssim_fc.png,1131_kriz_mse_fc.png,11
1134_orig.png,1134_kriz_ssim_fc.png,1134_kriz_mse_fc.png,11
1135_orig.png,1135_kriz_ssim_fc.png,1135_kriz_mse_fc.png,12
1138_orig.png,1138_kriz_ssim_fc.png,1138_kriz_mse_fc.png,12
1158_orig.png,1158_kriz_ssim_fc.png,1158_kriz_mse_fc.png,12
1162_orig.png,1162_kriz_ssim_fc.png,1162_kriz_mse_fc.png,12
1172_orig.png,1172_kriz_ssim_fc.png,1172_kriz_mse_fc.png,12
1181_orig.png,1181_kriz_ssim_fc.png,1181_kriz_mse_fc.png,12
1236_orig.png,1236_kriz_ssim_fc.png,1236_kriz_mse_fc.png,12
1242_orig.png,1242_kriz_ssim_fc.png,1242_kriz_mse_fc.png,12
1244_orig.png,1244_kriz_ssim_fc.png,1244_kriz_mse_fc.png,12
1253_orig.png,1253_kriz_ssim_fc.png,1253_kriz_mse_fc.png,12
1271_orig.png,1271_kriz_ssim_fc.png,1271_kriz_mse_fc.png,13
1273_orig.png,1273_kriz_ssim_fc.png,1273_kriz_mse_fc.png,13
1282_orig.png,1282_kriz_ssim_fc.png,1282_kriz_mse_fc.png,13
1303_orig.png,1303_kriz_ssim_fc.png,1303_kriz_mse_fc.png,13
1306_orig.png,1306_kriz_ssim_fc.png,1306_kriz_mse_fc.png,13
1311_orig.png,1311_kriz_ssim_fc.png,1311_kriz_mse_fc.png,13
1314_orig.png,1314_kriz_ssim_fc.png,1314_kriz_mse_fc.png,13
1355_orig.png,1355_kriz_ssim_fc.png,1355_kriz_mse_fc.png,13
1363_orig.png,1363_kriz_ssim_fc.png,1363_kriz_mse_fc.png,13
1375_orig.png,1375_kriz_ssim_fc.png,1375_kriz_mse_fc.png,13
1379_orig.png,1379_kriz_ssim_fc.png,1379_kriz_mse_fc.png,14
1380_orig.png,1380_kriz_ssim_fc.png,1380_kriz_mse_fc.png,14
1386_orig.png,1386_kriz_ssim_fc.png,1386_kriz_mse_fc.png,14
1396_orig.png,1396_kriz_ssim_fc.png,1396_kriz_mse_fc.png,14
1447_orig.png,1447_kriz_ssim_fc.png,1447_kriz_mse_fc.png,14
1460_orig.png,1460_kriz_ssim_fc.png,1460_kriz_mse_fc.png,14
1464_orig.png,1464_kriz_ssim_fc.png,1464_kriz_mse_fc.png,14
1466_orig.png,1466_kriz_ssim_fc.png,1466_kriz_mse_fc.png,14
1470_orig.png,1470_kriz_ssim_fc.png,1470_kriz_mse_fc.png,14
1473_orig.png,1473_kriz_ssim_fc.png,1473_kriz_mse_fc.png,14
1474_orig.png,1474_kriz_ssim_fc.png,1474_kriz_mse_fc.png,15
1482_orig.png,1482_kriz_ssim_fc.png,1482_kriz_mse_fc.png,15
1483_orig.png,1483_kriz_ssim_fc.png,1483_kriz_mse_fc.png,15
1491_orig.png,1491_kriz_ssim_fc.png,1491_kriz_mse_fc.png,15
1498_orig.png,1498_kriz_ssim_fc.png,1498_kriz_mse_fc.png,15
1511_orig.png,1511_kriz_ssim_fc.png,1511_kriz_mse_fc.png,15
1534_orig.png,1534_kriz_ssim_fc.png,1534_kriz_mse_fc.png,15
1543_orig.png,1543_kriz_ssim_fc.png,1543_kriz_mse_fc.png,15
1555_orig.png,1555_kriz_ssim_fc.png,1555_kriz_mse_fc.png,15
1567_orig.png,1567_kriz_ssim_fc.png,1567_kriz_mse_fc.png,15
1582_orig.png,1582_kriz_ssim_fc.png,1582_kriz_mse_fc.png,16
1623_orig.png,1623_kriz_ssim_fc.png,1623_kriz_mse_fc.png,16
1644_orig.png,1644_kriz_ssim_fc.png,1644_kriz_mse_fc.png,16
1652_orig.png,1652_kriz_ssim_fc.png,1652_kriz_mse_fc.png,16
1672_orig.png,1672_kriz_ssim_fc.png,1672_kriz_mse_fc.png,16
1675_orig.png,1675_kriz_ssim_fc.png,1675_kriz_mse_fc.png,16
1676_orig.png,1676_kriz_ssim_fc.png,1676_kriz_mse_fc.png,16
1698_orig.png,1698_kriz_ssim_fc.png,1698_kriz_mse_fc.png,16
1702_orig.png,1702_kriz_ssim_fc.png,1702_kriz_mse_fc.png,16
1708_orig.png,1708_kriz_ssim_fc.png,1708_kriz_mse_fc.png,16
1722_orig.png,1722_kriz_ssim_fc.png,1722_kriz_mse_fc.png,17
1727_orig.png,1727_kriz_ssim_fc.png,1727_kriz_mse_fc.png,17
1732_orig.png,1732_kriz_ssim_fc.png,1732_kriz_mse_fc.png,17
1733_orig.png,1733_kriz_ssim_fc.png,1733_kriz_mse_fc.png,17
1756_orig.png,1756_kriz_ssim_fc.png,1756_kriz_mse_fc.png,17
1775_orig.png,1775_kriz_ssim_fc.png,1775_kriz_mse_fc.png,17
1787_orig.png,1787_kriz_ssim_fc.png,1787_kriz_mse_fc.png,17
1814_orig.png,1814_kriz_ssim_fc.png,1814_kriz_mse_fc.png,17
1819_orig.png,1819_kriz_ssim_fc.png,1819_kriz_mse_fc.png,17
1823_orig.png,1823_kriz_ssim_fc.png,1823_kriz_mse_fc.png,17
1825_orig.png,1825_kriz_ssim_fc.png,1825_kriz_mse_fc.png,18
1843_orig.png,1843_kriz_ssim_fc.png,1843_kriz_mse_fc.png,18
1846_orig.png,1846_kriz_ssim_fc.png,1846_kriz_mse_fc.png,18
1847_orig.png,1847_kriz_ssim_fc.png,1847_kriz_mse_fc.png,18
1855_orig.png,1855_kriz_ssim_fc.png,1855_kriz_mse_fc.png,18
1857_orig.png,1857_kriz_ssim_fc.png,1857_kriz_mse_fc.png,18
1863_orig.png,1863_kriz_ssim_fc.png,1863_kriz_mse_fc.png,18
1867_orig.png,1867_kriz_ssim_fc.png,1867_kriz_mse_fc.png,18
1868_orig.png,1868_kriz_ssim_fc.png,1868_kriz_mse_fc.png,18
1879_orig.png,1879_kriz_ssim_fc.png,1879_kriz_mse_fc.png,18
1888_orig.png,1888_kriz_ssim_fc.png,1888_kriz_mse_fc.png,19
1902_orig.png,1902_kriz_ssim_fc.png,1902_kriz_mse_fc.png,19
1911_orig.png,1911_kriz_ssim_fc.png,1911_kriz_mse_fc.png,19
1919_orig.png,1919_kriz_ssim_fc.png,1919_kriz_mse_fc.png,19
1928_orig.png,1928_kriz_ssim_fc.png,1928_kriz_mse_fc.png,19
1936_orig.png,1936_kriz_ssim_fc.png,1936_kriz_mse_fc.png,19
1949_orig.png,1949_kriz_ssim_fc.png,1949_kriz_mse_fc.png,19
1956_orig.png,1956_kriz_ssim_fc.png,1956_kriz_mse_fc.png,19
1965_orig.png,1965_kriz_ssim_fc.png,1965_kriz_mse_fc.png,19
1968_orig.png,1968_kriz_ssim_fc.png,1968_kriz_mse_fc.png,19
1969_orig.png,1969_kriz_ssim_fc.png,1969_kriz_mse_fc.png,20
1973_orig.png,1973_kriz_ssim_fc.png,1973_kriz_mse_fc.png,20
1996_orig.png,1996_kriz_ssim_fc.png,1996_kriz_mse_fc.png,20
1998_orig.png,1998_kriz_ssim_fc.png,1998_kriz_mse_fc.png,20
2003_orig.png,2003_kriz_ssim_fc.png,2003_kriz_mse_fc.png,20
2019_orig.png,2019_kriz_ssim_fc.png,2019_kriz_mse_fc.png,20
2023_orig.png,2023_kriz_ssim_fc.png,2023_kriz_mse_fc.png,20
2025_orig.png,2025_kriz_ssim_fc.png,2025_kriz_mse_fc.png,20
2029_orig.png,2029_kriz_ssim_fc.png,2029_kriz_mse_fc.png,20
2035_orig.png,2035_kriz_ssim_fc.png,2035_kriz_mse_fc.png,20
0_orig.png,0_kriz_ssim_fc.png,0_kriz_mse_fc.png,1
6_orig.png,6_kriz_ssim_fc.png,6_kriz_mse_fc.png,1
40_orig.png,40_kriz_ssim_fc.png,40_kriz_mse_fc.png,1
42_orig.png,42_kriz_ssim_fc.png,42_kriz_mse_fc.png,1
54_orig.png,54_kriz_ssim_fc.png,54_kriz_mse_fc.png,1
60_orig.png,60_kriz_ssim_fc.png,60_kriz_mse_fc.png,1
75_orig.png,75_kriz_ssim_fc.png,75_kriz_mse_fc.png,1
85_orig.png,85_kriz_ssim_fc.png,85_kriz_mse_fc.png,1
86_orig.png,86_kriz_ssim_fc.png,86_kriz_mse_fc.png,1
112_orig.png,112_kriz_ssim_fc.png,112_kriz_mse_fc.png,1
113_orig.png,113_kriz_ssim_fc.png,113_kriz_mse_fc.png,2
120_orig.png,120_kriz_ssim_fc.png,120_kriz_mse_fc.png,2
123_orig.png,123_kriz_ssim_fc.png,123_kriz_mse_fc.png,2
128_orig.png,128_kriz_ssim_fc.png,128_kriz_mse_fc.png,2
131_orig.png,131_kriz_ssim_fc.png,131_kriz_mse_fc.png,2
133_orig.png,133_kriz_ssim_fc.png,133_kriz_mse_fc.png,2
140_orig.png,140_kriz_ssim_fc.png,140_kriz_mse_fc.png,2
144_orig.png,144_kriz_ssim_fc.png,144_kriz_mse_fc.png,2
152_orig.png,152_kriz_ssim_fc.png,152_kriz_mse_fc.png,2
160_orig.png,160_kriz_ssim_fc.png,160_kriz_mse_fc.png,2
165_orig.png,165_kriz_ssim_fc.png,165_kriz_mse_fc.png,3
169_orig.png,169_kriz_ssim_fc.png,169_kriz_mse_fc.png,3
179_orig.png,179_kriz_ssim_fc.png,179_kriz_mse_fc.png,3
191_orig.png,191_kriz_ssim_fc.png,191_kriz_mse_fc.png,3
195_orig.png,195_kriz_ssim_fc.png,195_kriz_mse_fc.png,3
202_orig.png,202_kriz_ssim_fc.png,202_kriz_mse_fc.png,3
207_orig.png,207_kriz_ssim_fc.png,207_kriz_mse_fc.png,3
212_orig.png,212_kriz_ssim_fc.png,212_kriz_mse_fc.png,3
263_orig.png,263_kriz_ssim_fc.png,263_kriz_mse_fc.png,3
267_orig.png,267_kriz_ssim_fc.png,267_kriz_mse_fc.png,3
284_orig.png,284_kriz_ssim_fc.png,284_kriz_mse_fc.png,4
293_orig.png,293_kriz_ssim_fc.png,293_kriz_mse_fc.png,4
300_orig.png,300_kriz_ssim_fc.png,300_kriz_mse_fc.png,4
312_orig.png,312_kriz_ssim_fc.png,312_kriz_mse_fc.png,4
322_orig.png,322_kriz_ssim_fc.png,322_kriz_mse_fc.png,4
323_orig.png,323_kriz_ssim_fc.png,323_kriz_mse_fc.png,4
331_orig.png,331_kriz_ssim_fc.png,331_kriz_mse_fc.png,4
346_orig.png,346_kriz_ssim_fc.png,346_kriz_mse_fc.png,4
349_orig.png,349_kriz_ssim_fc.png,349_kriz_mse_fc.png,4
355_orig.png,355_kriz_ssim_fc.png,355_kriz_mse_fc.png,4
360_orig.png,360_kriz_ssim_fc.png,360_kriz_mse_fc.png,5
378_orig.png,378_kriz_ssim_fc.png,378_kriz_mse_fc.png,5
410_orig.png,410_kriz_ssim_fc.png,410_kriz_mse_fc.png,5
426_orig.png,426_kriz_ssim_fc.png,426_kriz_mse_fc.png,5
454_orig.png,454_kriz_ssim_fc.png,454_kriz_mse_fc.png,5
475_orig.png,475_kriz_ssim_fc.png,475_kriz_mse_fc.png,5
485_orig.png,485_kriz_ssim_fc.png,485_kriz_mse_fc.png,5
487_orig.png,487_kriz_ssim_fc.png,487_kriz_mse_fc.png,5
491_orig.png,491_kriz_ssim_fc.png,491_kriz_mse_fc.png,5
502_orig.png,502_kriz_ssim_fc.png,502_kriz_mse_fc.png,5
506_orig.png,506_kriz_ssim_fc.png,506_kriz_mse_fc.png,6
512_orig.png,512_kriz_ssim_fc.png,512_kriz_mse_fc.png,6
513_orig.png,513_kriz_ssim_fc.png,513_kriz_mse_fc.png,6
528_orig.png,528_kriz_ssim_fc.png,528_kriz_mse_fc.png,6
550_orig.png,550_kriz_ssim_fc.png,550_kriz_mse_fc.png,6
556_orig.png,556_kriz_ssim_fc.png,556_kriz_mse_fc.png,6
557_orig.png,557_kriz_ssim_fc.png,557_kriz_mse_fc.png,6
569_orig.png,569_kriz_ssim_fc.png,569_kriz_mse_fc.png,6
588_orig.png,588_kriz_ssim_fc.png,588_kriz_mse_fc.png,6
593_orig.png,593_kriz_ssim_fc.png,593_kriz_mse_fc.png,6
602_orig.png,602_kriz_ssim_fc.png,602_kriz_mse_fc.png,7
611_orig.png,611_kriz_ssim_fc.png,611_kriz_mse_fc.png,7
613_orig.png,613_kriz_ssim_fc.png,613_kriz_mse_fc.png,7
634_orig.png,634_kriz_ssim_fc.png,634_kriz_mse_fc.png,7
637_orig.png,637_kriz_ssim_fc.png,637_kriz_mse_fc.png,7
639_orig.png,639_kriz_ssim_fc.png,639_kriz_mse_fc.png,7
647_orig.png,647_kriz_ssim_fc.png,647_kriz_mse_fc.png,7
648_orig.png,648_kriz_ssim_fc.png,648_kriz_mse_fc.png,7
654_orig.png,654_kriz_ssim_fc.png,654_kriz_mse_fc.png,7
697_orig.png,697_kriz_ssim_fc.png,697_kriz_mse_fc.png,7
715_orig.png,715_kriz_ssim_fc.png,715_kriz_mse_fc.png,8
719_orig.png,719_kriz_ssim_fc.png,719_kriz_mse_fc.png,8
729_orig.png,729_kriz_ssim_fc.png,729_kriz_mse_fc.png,8
733_orig.png,733_kriz_ssim_fc.png,733_kriz_mse_fc.png,8
736_orig.png,736_kriz_ssim_fc.png,736_kriz_mse_fc.png,8
759_orig.png,759_kriz_ssim_fc.png,759_kriz_mse_fc.png,8
763_orig.png,763_kriz_ssim_fc.png,763_kriz_mse_fc.png,8
768_orig.png,768_kriz_ssim_fc.png,768_kriz_mse_fc.png,8
776_orig.png,776_kriz_ssim_fc.png,776_kriz_mse_fc.png,8
782_orig.png,782_kriz_ssim_fc.png,782_kriz_mse_fc.png,8
793_orig.png,793_kriz_ssim_fc.png,793_kriz_mse_fc.png,9
812_orig.png,812_kriz_ssim_fc.png,812_kriz_mse_fc.png,9
823_orig.png,823_kriz_ssim_fc.png,823_kriz_mse_fc.png,9
841_orig.png,841_kriz_ssim_fc.png,841_kriz_mse_fc.png,9
843_orig.png,843_kriz_ssim_fc.png,843_kriz_mse_fc.png,9
848_orig.png,848_kriz_ssim_fc.png,848_kriz_mse_fc.png,9
863_orig.png,863_kriz_ssim_fc.png,863_kriz_mse_fc.png,9
895_orig.png,895_kriz_ssim_fc.png,895_kriz_mse_fc.png,9
916_orig.png,916_kriz_ssim_fc.png,916_kriz_mse_fc.png,9
928_orig.png,928_kriz_ssim_fc.png,928_kriz_mse_fc.png,9
942_orig.png,942_kriz_ssim_fc.png,942_kriz_mse_fc.png,10
946_orig.png,946_kriz_ssim_fc.png,946_kriz_mse_fc.png,10
950_orig.png,950_kriz_ssim_fc.png,950_kriz_mse_fc.png,10
955_orig.png,955_kriz_ssim_fc.png,955_kriz_mse_fc.png,10
957_orig.png,957_kriz_ssim_fc.png,957_kriz_mse_fc.png,10
959_orig.png,959_kriz_ssim_fc.png,959_kriz_mse_fc.png,10
963_orig.png,963_kriz_ssim_fc.png,963_kriz_mse_fc.png,10
1008_orig.png,1008_kriz_ssim_fc.png,1008_kriz_mse_fc.png,10
1011_orig.png,1011_kriz_ssim_fc.png,1011_kriz_mse_fc.png,10
1014_orig.png,1014_kriz_ssim_fc.png,1014_kriz_mse_fc.png,10
1016_orig.png,1016_kriz_ssim_fc.png,1016_kriz_mse_fc.png,11
1020_orig.png,1020_kriz_ssim_fc.png,1020_kriz_mse_fc.png,11
1022_orig.png,1022_kriz_ssim_fc.png,1022_kriz_mse_fc.png,11
1025_orig.png,1025_kriz_ssim_fc.png,1025_kriz_mse_fc.png,11
1026_orig.png,1026_kriz_ssim_fc.png,1026_kriz_mse_fc.png,11
1031_orig.png,1031_kriz_ssim_fc.png,1031_kriz_mse_fc.png,11
1052_orig.png,1052_kriz_ssim_fc.png,1052_kriz_mse_fc.png,11
1054_orig.png,1054_kriz_ssim_fc.png,1054_kriz_mse_fc.png,11
1078_orig.png,1078_kriz_ssim_fc.png,1078_kriz_mse_fc.png,11
