target, prediction
0.2792009664493238, 0.27918392419815063
0.7511263515986477, 0.7511759996414185
0.006335140467745859, 0.006226032972335815
0.3284245959822635, 0.32841506600379944
0.2336731275257279, 0.23368461430072784
0.6139852859439259, 0.614006757736206
0.20765839350137993, 0.20773296058177948
0.40131566169916966, 0.40131229162216187
0.028261616037657866, 0.02778969705104828
0.17259313199601056, 0.1726440191268921
0.18193794603537428, 0.18184968829154968
0.8258763880360172, 0.8259040713310242
0.5189849542012862, 0.5189946293830872
0.3128688752628106, 0.31291189789772034
0.031282554020901965, 0.031194373965263367
0.2999844800521937, 0.2999139428138733
0.12431646303764554, 0.12441444396972656
0.017448085277191216, 0.017600029706954956
0.4988582860680265, 0.49887001514434814
0.39068661904524593, 0.3907665014266968
0.0064759018145938985, 0.00667475163936615
0.0841554583927655, 0.08412298560142517
0.1044193673066347, 0.10447511076927185
0.12822338688189805, 0.12816649675369263
0.4119899518259995, 0.41213274002075195
0.6883362886092419, 0.6882982850074768
0.25755505105429644, 0.25783294439315796
0.19885491050570347, 0.19879457354545593
0.3229629151160536, 0.32295674085617065
0.46870270839445183, 0.4687073826789856
0.35106016174316856, 0.3513093590736389
0.012216330231203165, 0.012040331959724426
0.40337698623870855, 0.403530478477478
0.3534904015613882, 0.353564590215683
0.5151009340629205, 0.5151596069335938
0.144159598094579, 0.14373601973056793
0.5012883006373271, 0.501288890838623
0.4708895712201532, 0.4708119034767151
0.2513737231068842, 0.2513435482978821
0.3417540816968273, 0.3417506814002991
0.8044342155345526, 0.8044916987419128
0.13328053080182556, 0.13323131203651428
0.42497480225224726, 0.4249747395515442
0.029680304818299308, 0.02970162034034729
0.5086436535881882, 0.5086419582366943
0.0534270567804338, 0.05343359708786011
0.24345360679989447, 0.2434195578098297
0.7944689482653754, 0.794501781463623
0.05285198215271103, 0.05271139740943909
0.020744228382832852, 0.020629510283470154
0.17843546904462348, 0.1783902943134308
0.09680153479376363, 0.0968233048915863
0.14046181676344693, 0.1404362916946411
0.6260525512896614, 0.6260173916816711
0.294654703486945, 0.29464033246040344
0.13637245634714246, 0.13633166253566742
0.3064444616121973, 0.306632399559021
0.17434735345821029, 0.17425990104675293
0.9319055414029569, 0.9312969446182251
0.08402519520707119, 0.08398836851119995
0.20815575744586345, 0.2082865834236145
0.3999924547405729, 0.4000488519668579
0.5857462005998767, 0.5857632160186768
0.1307634389749316, 0.13087540864944458
0.6424178292482278, 0.642406165599823
0.12272753834955574, 0.12272857129573822
0.1210742674299129, 0.12118024379014969
0.11782221950489513, 0.11802034825086594
0.11275295484587067, 0.11269211769104004
0.05335716829453607, 0.05334767699241638
0.23004902227882584, 0.23001867532730103
0.10166692721119908, 0.10194830596446991
0.4436107655704039, 0.44363728165626526
0.48058804982875836, 0.48090624809265137
0.2524972276805574, 0.25256994366645813
0.2768046361500661, 0.2768242359161377
0.39414486388683856, 0.3944346308708191
0.44106052496433856, 0.44112440943717957
0.6305781549448412, 0.6305965781211853
0.15773804655175727, 0.15768882632255554
0.5339187802189587, 0.5339136123657227
0.42207304635515985, 0.4220670163631439
0.4416368107421066, 0.44164490699768066
0.16565066519507765, 0.16560184955596924
0.6830900638525788, 0.6831097602844238
0.4783835414372306, 0.4784497022628784
0.22487908910474974, 0.22484758496284485
0.33423932965010894, 0.334212064743042
0.6975811817480984, 0.6975928544998169
0.03436417724800478, 0.03392980992794037
0.2548380812171398, 0.25489342212677
0.18120280285254275, 0.18115833401679993
0.21588101347053257, 0.2159646898508072
0.09038902888802824, 0.09054087102413177
0.348360829744746, 0.34835997223854065
0.24349788857502275, 0.24347133934497833
0.6218863702242388, 0.6217450499534607
0.28298178912333893, 0.2829911410808563
0.02890833881018373, 0.02896210551261902
0.20883835198144518, 0.20917032659053802
0.2616755192496625, 0.26166072487831116
0.11869793632864534, 0.1186467856168747
0.3912716632166561, 0.3911858797073364
0.264287063482989, 0.264264315366745
0.11487709964964343, 0.11481547355651855
0.10036906670911117, 0.10005088150501251
0.14992953554647093, 0.14988410472869873
0.2021168147489436, 0.20224103331565857
0.1348991635992246, 0.13362786173820496
0.07618643394639113, 0.07640892267227173
0.16416322869736866, 0.16422130167484283
0.3150322832105684, 0.3150496780872345
0.19002707465428603, 0.1898958832025528
0.8549309673061967, 0.8549643158912659
0.37764007136987854, 0.3777431845664978
0.2307863440001955, 0.2307928204536438
0.2264616849588027, 0.22639332711696625
0.16473111345812297, 0.16475006937980652
0.12477104220332724, 0.12472828477621078
0.3048991469060106, 0.3047970235347748
0.08421620240416194, 0.08398695290088654
0.32802868859341816, 0.3280206322669983
0.20386136663158871, 0.2038232386112213
0.26671552154035794, 0.2666948735713959
0.08637444796122073, 0.0863737016916275
0.30470084609833914, 0.30460986495018005
0.2695690463346656, 0.2695538103580475
0.13433174304837603, 0.13427799940109253
0.5150786610632004, 0.5150746703147888
0.06861393652764625, 0.06864926218986511
0.13905253760203928, 0.13906198740005493
0.2867852172825164, 0.28680896759033203
0.04983428500785092, 0.04979437589645386
0.05274915794097246, 0.052740514278411865
0.1510170645709512, 0.1510237753391266
0.21406329006320546, 0.21408137679100037
0.15112024821348957, 0.15092116594314575
0.007598154496117893, 0.007523566484451294
0.0037565305110951464, 0.0037040412425994873
0.3857273382035207, 0.38572078943252563
0.7061842637090119, 0.7062050700187683
0.0470648118985868, 0.047066181898117065
0.5113178187282661, 0.5113166570663452
0.5292174383836467, 0.5292316675186157
0.11887145464854787, 0.1188201904296875
0.19252871931523285, 0.19267204403877258
0.3515888340673132, 0.351480633020401
0.2759791080764922, 0.2758612036705017
0.38858414790117957, 0.38880839943885803
0.33088461764033983, 0.33088141679763794
0.5591329108312135, 0.559109091758728
0.15533940501941057, 0.15510305762290955
0.49326367334472754, 0.49327200651168823
0.0387074485268708, 0.038744837045669556
0.5772109512852547, 0.5771874785423279
0.35328254099115364, 0.35345757007598877
0.5046646930136753, 0.504675567150116
0.18582179134819454, 0.18559975922107697
0.07770857159602107, 0.07787428796291351
0.5254300111698352, 0.5251647233963013
0.8275844566940497, 0.8276200294494629
0.10013244798653242, 0.10046008229255676
0.6819030798075656, 0.6818550825119019
0.8851882595316084, 0.8852345943450928
0.14511277372260245, 0.14492879807949066
0.394691979250572, 0.3947003483772278
0.7370359475822351, 0.7370650172233582
0.2632883855534336, 0.26318666338920593
0.1942115092526775, 0.19420519471168518
0.07657731293198977, 0.07655152678489685
0.10103930198083366, 0.10042299330234528
0.006597736531321896, 0.006815195083618164
0.4939555740751137, 0.4939365088939667
0.5712050782085103, 0.5711894631385803
0.02445324483137734, 0.024400562047958374
0.8886298392576669, 0.8886979222297668
0.4838235730100934, 0.483661949634552
0.18303233364025928, 0.18298152089118958
0.8514883287384752, 0.8515207171440125
0.09987961275914303, 0.09981417655944824
0.1630454641716238, 0.16299574077129364
0.5415167155172453, 0.5415007472038269
0.4910880477289442, 0.4910804033279419
0.6682473404340701, 0.6682701110839844
0.27803990551918745, 0.2780691683292389
0.18880473365018302, 0.1887768805027008
0.06513116261130358, 0.06515321135520935
0.0782361928421339, 0.078215092420578
0.09324502593638906, 0.09354585409164429
0.02915924989665397, 0.029149040579795837
0.32911194563895585, 0.32913273572921753
0.35703625086488144, 0.35704305768013
0.08610752832331214, 0.08632229268550873
0.15750899532058305, 0.15759536623954773
0.026135537181607216, 0.02596135437488556
0.745295049592119, 0.7453060746192932
0.037804652779507175, 0.037817806005477905
0.3322940640003742, 0.33251282572746277
0.7041525786575185, 0.7041623592376709
0.12331093540429927, 0.12219218164682388
0.08368292385747245, 0.0838007777929306
0.3116459746631154, 0.3116375803947449
0.20035507857828116, 0.20036128163337708
0.29647691971214785, 0.2963303029537201
0.44821576564617893, 0.4482160806655884
0.42183404298682226, 0.4219479560852051
0.5392733444872391, 0.5392506718635559
0.4470655240543331, 0.44704127311706543
0.6089207846439321, 0.6089418530464172
0.9415724602603991, 0.9416471123695374
0.6703560211253964, 0.6703271269798279
0.5027949472874915, 0.5027192831039429
0.4558754123065152, 0.4561644196510315
0.5152446450326422, 0.5153416395187378
0.7612479288618372, 0.7612472176551819
0.104095313147472, 0.10435269773006439
0.721832654587996, 0.7218688726425171
0.20330186817923113, 0.20340412855148315
0.013597636969197913, 0.013516366481781006
0.04150724209644174, 0.041563138365745544
0.42419243593431954, 0.4242701828479767
0.11314778933615766, 0.11319948732852936
0.9554347957008261, 0.955505907535553
0.029264042830554615, 0.02921980619430542
0.03723675865087828, 0.0373171865940094
0.07460930283369893, 0.0745963603258133
0.4043647251515432, 0.4044593572616577
0.10053531562451168, 0.10049010813236237
0.31603867039734257, 0.3160308599472046
0.9044117435614648, 0.9041160941123962
0.16775419977081873, 0.1677480936050415
0.1307735991955754, 0.13068930804729462
0.10289292332266464, 0.10282856225967407
0.8632577001556438, 0.8633226752281189
0.20535184946611795, 0.20523354411125183
0.049347798618684324, 0.048816800117492676
0.028503362666287946, 0.028456777334213257
0.5826663198172511, 0.5826370120048523
0.214632855124393, 0.2147960513830185
0.24564543461084354, 0.2455475926399231
0.011805240392611882, 0.011600792407989502
0.3522604369760406, 0.3525121510028839
0.19887043499174684, 0.1989932656288147
0.4570134940042493, 0.45701488852500916
0.012175373472049889, 0.011754676699638367
0.20980199701568047, 0.20991863310337067
0.7383613922794438, 0.7383853793144226
0.7761258414694562, 0.7761552929878235
0.5063003378652913, 0.5063834190368652
0.01494452620055109, 0.0148211270570755
0.08623417824878099, 0.08622649312019348
0.5411860693960631, 0.5412025451660156
0.13854779767578995, 0.13851098716259003
0.3992696490609142, 0.39927852153778076
0.07512446496570624, 0.07569068670272827
0.35033958625251127, 0.3504844903945923
0.10135419005076618, 0.10133570432662964
0.4748988244568568, 0.47489550709724426
0.030523513645404732, 0.03120383620262146
0.15458625991269037, 0.15458309650421143
0.021461837026290898, 0.021404191851615906
0.7043327220383968, 0.7043285369873047
0.23988612105110696, 0.23985788226127625
0.10844291956391638, 0.10847548395395279
0.22865708139434981, 0.22862493991851807
0.5443663437248173, 0.5444257259368896
0.0993272604274631, 0.09940719604492188
0.13225858261930856, 0.13199245929718018
0.25905644248945126, 0.2590886056423187
0.38157218528160197, 0.3815823793411255
0.627985208258091, 0.6279758214950562
0.09075986125483948, 0.09070970118045807
0.15557146707701908, 0.15556463599205017
0.3623078905417615, 0.36229994893074036
0.6071571721647796, 0.6071476340293884
0.35889045459001256, 0.35898175835609436
0.17658389040178912, 0.17653968930244446
0.7000437538393781, 0.700046181678772
0.3621005223027052, 0.3621048927307129
0.7188741397683409, 0.7188968658447266
0.056680633107614065, 0.056686997413635254
0.13296273676458614, 0.13304129242897034
0.20091749754073285, 0.2008780539035797
0.2294363839171495, 0.22946973145008087
0.27196520425515913, 0.27194544672966003
0.048797636737383354, 0.048910751938819885
0.5001953874794915, 0.5001896619796753
